"Transaction","From","To","Crypto","USD","Txn","ID","Sex","Type","Skin","Slots","Rank"
"Claimed",NA,"4774681",NA,NA,2017-06-23,2789,"Guy","Male","Light",3,"2431704000%"
"Sold","22272","Ajiyl",0.07,33,2017-12-03,2790,"Guy","Male","Dark",2,"2231410500%"
"Claimed",NA,"0x005700",NA,NA,2017-06-23,2790,"Guy","Male","Dark",2,"2231410500%"
"Sold","Hemba","Kenney",0.15,57,2018-04-04,2791,"Guy","Male","Dark",2,"2125728000%"
"Claimed",NA,"0xe4d36b",NA,NA,2017-06-23,2791,"Guy","Male","Dark",2,"2125728000%"
"Claimed",NA,"Punkofth…",NA,NA,2017-06-23,2792,"Girl","Female","Dark",3,"1231360000%"
"Claimed",NA,"sov",NA,NA,2017-06-23,2793,"Girl","Female","Mid",3,"1040640000%"
"Sold","Dude_Nak…","GoWest23",2.95,629,2020-05-09,2794,"Guy","Male","Light",3,"3436191000%"
"Sold","0xc2ac3c","Dude_Nak…",0.4,45,2018-11-30,2794,"Guy","Male","Light",3,"3436191000%"
"Sold","Hemba","0xb11d6a",0.2,67,2017-11-14,2794,"Guy","Male","Light",3,"3436191000%"
"Claimed",NA,"0xe4d36b",NA,NA,2017-06-23,2794,"Guy","Male","Light",3,"3436191000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2795,"Girl","Female","Mid",3,"0.695040000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2796,"Guy","Male","Dark",3,"2745732000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2797,"Guy","Male","Light",3,"2558523000%"
"Claimed",NA,"48543",NA,NA,2017-06-23,2798,"Guy","Male","Dark",3,"6389262000%"
"Claimed",NA,"0x003a97",NA,NA,2017-06-23,2799,"Girl","Female","Albino",3,"4404480000%"
"Sold","0x00bd3a","0x717403",0.35,93,2017-07-05,2800,"Girl","Female","Dark",1,"0.261120000%"
"Sold","Cyborg","0x00bd3a",0.2,59,2017-06-29,2800,"Girl","Female","Dark",1,"0.261120000%"
"Claimed",NA,"Cyborg",NA,NA,2017-06-23,2800,"Girl","Female","Dark",1,"0.261120000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2801,"Guy","Male","Dark",2,"2530341000%"
"Sold","Cyborg","0x9e199d",0.36,43,2019-01-22,2802,"Guy","Male","Dark",2,"3013461000%"
"Claimed",NA,"Cyborg",NA,NA,2017-06-23,2802,"Guy","Male","Dark",2,"3013461000%"
"Sold","2299655","15993661",7,2458,2020-09-26,2803,"Guy","Male","Dark",3,"2471964000%"
"Claimed",NA,"2299655",NA,NA,2017-06-23,2803,"Guy","Male","Dark",3,"2471964000%"
"Claimed",NA,"48543",NA,NA,2017-06-23,2804,"Guy","Male","Mid",3,"1803648000%"
"Claimed",NA,"1700403",NA,NA,2017-06-23,2805,"Guy","Male","Dark",2,"1464457500%"
"Sold","sov","0xc352b5",0.3,342,2018-01-11,2806,"Guy","Male","Light",2,"1388970000%"
"Claimed",NA,"sov",NA,NA,2017-06-23,2806,"Guy","Male","Light",2,"1388970000%"
"Sold","14215174","5772875",0.18,55,2017-08-12,2807,"Girl","Female","Dark",4,"3684480000%"
"Sold","12322844","14215174",0.3,68,2017-07-20,2807,"Girl","Female","Dark",4,"3684480000%"
"Claimed",NA,"12322844",NA,NA,2017-06-23,2807,"Girl","Female","Dark",4,"3684480000%"
"Sold","12322844","5772875",0.3,58,2017-07-19,2808,"Girl","Female","Dark",2,"2062080000%"
"Claimed",NA,"12322844",NA,NA,2017-06-23,2808,"Girl","Female","Dark",2,"2062080000%"
"Claimed",NA,"4774681",NA,NA,2017-06-23,2809,"Guy","Male","Mid",2,"2177059500%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,2810,"Guy","Male","Light",2,"2331054000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2811,"Girl","Female","Mid",3,"1511680000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2812,"Girl","Female","Dark",3,"1635840000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2813,"Girl","Female","Dark",2,"1584000000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2814,"Girl","Female","Dark",4,"3431040000%"
"Claimed",NA,"7293485",NA,NA,2017-06-23,2815,"Girl","Female","Light",4,"3587520000%"
"Sold","Pranksy","cryptoke…",6,2130,2020-09-30,2816,"Girl","Female","Light",3,"0.952320000%"
"Sold","0x832179","evkort",6,2259,2020-09-15,2816,"Girl","Female","Light",3,"0.952320000%"
"Claimed",NA,"0x832179",NA,NA,2017-06-23,2816,"Girl","Female","Light",3,"0.952320000%"
"Sold","12322844","10898397",0.15,63,2017-12-06,2817,"Girl","Female","Albino",3,"1971200000%"
"Claimed",NA,"12322844",NA,NA,2017-06-23,2817,"Girl","Female","Albino",3,"1971200000%"
"Sold","GoWest23","0x491be7",6.75,2347,2020-10-03,2818,"Guy","Male","Dark",3,"6463743000%"
"Sold","0x541075","GoWest23",1,161,2020-01-16,2818,"Guy","Male","Dark",3,"6463743000%"
"Claimed",NA,"0x541075",NA,NA,2017-06-23,2818,"Guy","Male","Dark",3,"6463743000%"
"Claimed",NA,"4965068",NA,NA,2017-06-23,2819,"Guy","Male","Light",4,"2427678000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,2820,"Guy","Male","Dark",3,"2119689000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,2821,"Girl","Female","Dark",2,"5610240000%"
"Sold","3802299","6689278",0.5,103,2017-07-13,2822,"Girl","Female","Mid",2,"1392000000%"
"Claimed",NA,"3802299",NA,NA,2017-06-23,2822,"Girl","Female","Mid",2,"1392000000%"
"Sold","0x135bd1","0xfaf959…",3.8,1568,2020-10-23,2823,"Guy","Male","Dark",2,"1784524500%"
"Sold","0xa3cb30","0x135bd1",6.25,2200,2020-10-04,2823,"Guy","Male","Dark",2,"1784524500%"
"Claimed",NA,"0x00bd9f",NA,NA,2017-06-23,2823,"Guy","Male","Dark",2,"1784524500%"
"Sold","CPyrc","0x568cf5",5.8,2106,2020-09-28,2824,"Guy","Male","Albino",2,"2134786500%"
"Sold","GoWest23","CPyrc",4.95,1800,2020-09-28,2824,"Guy","Male","Albino",2,"2134786500%"
"Sold","0x5b098b","GoWest23",0.38,66,2019-05-06,2824,"Guy","Male","Albino",2,"2134786500%"
"Sold","0xbc081c","0x5b098b",0.3,68,2017-07-20,2824,"Guy","Male","Albino",2,"2134786500%"
"Claimed",NA,"0xbc081c",NA,NA,2017-06-23,2824,"Guy","Male","Albino",2,"2134786500%"
"Sold","2pac","0xdf4c62",3.75,2191,2020-12-14,2825,"Guy","Male","Light",3,"2258586000%"
"Sold","0xa3cb30","0x257e2b",6.5,2420,2020-10-11,2825,"Guy","Male","Light",3,"2258586000%"
"Claimed",NA,"0x00bd9f",NA,NA,2017-06-23,2825,"Guy","Male","Light",3,"2258586000%"
"Sold","Hemba","0x07f537",0.12,52,2018-07-31,2826,"Girl","Female","Light",3,"4138240000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2826,"Girl","Female","Light",3,"4138240000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,2827,"Guy","Male","Dark",2,"7986577500%"
"Claimed",NA,"48543",NA,NA,2017-06-23,2828,"Girl","Female","Dark",3,"3756800000%"
"Sold","Hemba","0xc352b5",0.15,31,2018-10-23,2829,"Girl","Female","Albino",3,"3676160000%"
"Claimed",NA,"0xe4d36b",NA,NA,2017-06-23,2829,"Girl","Female","Albino",3,"3676160000%"
"Sold","0x257e2b","0xa7eba7",7,2661,2020-10-21,2830,"Guy","Male","Light",4,"6378693750%"
"Sold","0xa3cb30","0x257e2b",8,3037,2020-10-13,2830,"Guy","Male","Light",4,"6378693750%"
"Claimed",NA,"0x00bd9f",NA,NA,2017-06-23,2830,"Guy","Male","Light",4,"6378693750%"
"Sold","0x1f8add","0xb6be4d",1,391,2020-08-23,2831,"Girl","Female","Dark",3,"1648640000%"
"Sold","0xfbe1c0","0x1f8add",0.95,182,2020-05-10,2831,"Girl","Female","Dark",3,"1648640000%"
"Sold","Hemba","0xfbe1c0",0.15,30,2018-11-03,2831,"Girl","Female","Dark",3,"1648640000%"
"Claimed",NA,"0xe4d36b",NA,NA,2017-06-23,2831,"Girl","Female","Dark",3,"1648640000%"
"Claimed",NA,"12743405",NA,NA,2017-06-23,2832,"Girl","Female","Dark",2,"1317120000%"
"Sold","Hemba","0x7f6ca7",0.11,72,2017-12-12,2833,"Guy","Male","Albino",2,"1253092500%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2833,"Guy","Male","Albino",2,"1253092500%"
"Claimed",NA,"tonyherr…",NA,NA,2017-06-23,2834,"Guy","Male","Dark",2,"1385950500%"
"Claimed",NA,"sov",NA,NA,2017-06-23,2835,"Guy","Male","Light",4,"5318849250%"
"Sold","Hemba","0x8ca89c",0.12,83,2017-12-14,2836,"Girl","Female","Light",4,"3496320000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2836,"Girl","Female","Light",4,"3496320000%"
"Sold","Hemba","0xdfe5f1",0.13,111,2018-02-28,2837,"Girl","Female","Dark",2,"1399680000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2837,"Girl","Female","Dark",2,"1399680000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2838,"Guy","Male","Light",2,"3961584000%"
"Sold","1742511","11040482",0.61,125,2020-05-04,2839,"Girl","Female","Light",2,"1810560000%"
"Claimed",NA,"14966261",NA,NA,2017-06-23,2839,"Girl","Female","Light",2,"1810560000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,2840,"Guy","Male","Mid",2,"2382385500%"
"Sold","Hemba","0xaa83ea",0.14,16,2018-11-29,2841,"Girl","Female","Dark",2,"0.514560000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2841,"Girl","Female","Dark",2,"0.514560000%"
"Claimed",NA,"22324",NA,NA,2017-06-23,2842,"Guy","Male","Mid",3,"6425496000%"
"Claimed",NA,"48543",NA,NA,2017-06-23,2843,"Girl","Female","Dark",5,"3165696000%"
"Sold","Pranksy","VonMises",3.1,663,2020-05-28,2844,"Girl","Female","Mid",2,"1288320000%"
"Sold","futurema…","Pranksy",1.5,303,2020-05-22,2844,"Girl","Female","Mid",2,"1288320000%"
"Sold","jmg","futurema…",0.35,43,2019-01-17,2844,"Girl","Female","Mid",2,"1288320000%"
"Sold","0x595bd0","0x00bd3a",0.27,55,2017-07-26,2844,"Girl","Female","Mid",2,"1288320000%"
"Claimed",NA,"0x595bd0",NA,NA,2017-06-23,2844,"Girl","Female","Mid",2,"1288320000%"
"Sold","Hemba","Pixls",0.14,24,2018-11-17,2845,"Guy","Male","Light",3,"6175884000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2845,"Guy","Male","Light",3,"6175884000%"
"Claimed",NA,"2126677",NA,NA,2017-06-23,2846,"Girl","Female","Mid",2,"2067840000%"
"Sold","0x1424d2","CryptoPa…",0.29,36,2019-01-17,2847,"Guy","Male","Light",3,"6743550000%"
"Sold","Hemba","0x1424d2",0.14,15,2018-12-03,2847,"Guy","Male","Light",3,"6743550000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2847,"Guy","Male","Light",3,"6743550000%"
"Sold","Hemba","0x3ab536",0.14,27,2018-11-03,2848,"Guy","Male","Light",3,"6417444000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2848,"Guy","Male","Light",3,"6417444000%"
"Sold","0x470e9b","GoWest23",0.4,69,2019-05-06,2849,"Girl","Female","Mid",2,"1791360000%"
"Claimed",NA,"0x470e9b",NA,NA,2017-06-23,2849,"Girl","Female","Mid",2,"1791360000%"
"Sold","0x00d7c9","KittyGr_…",0.1,60,2018-06-08,2850,"Girl","Female","Dark",2,"5604480000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,2850,"Girl","Female","Dark",2,"5604480000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,2851,"Guy","Male","Albino",2,"8037909000%"
"Sold","Hemba","0x3f1724",0.13,103,2017-12-21,2852,"Girl","Female","Light",4,"3589440000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2852,"Girl","Female","Light",4,"3589440000%"
"Sold","0x00d7c9","Pixls",0.4,70,2019-04-20,2853,"Guy","Male","Mid",2,"2231410500%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,2853,"Guy","Male","Mid",2,"2231410500%"
"Sold","Hemba","ArtBlock…",0.6,134,2020-02-29,2854,"Guy","Male","Mid",3,"5888025000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2854,"Guy","Male","Mid",3,"5888025000%"
"Sold","0xdc3689","0xbf6ccf",4.19,2610,2020-12-22,2855,"Guy","Male","Mid",2,"2089494000%"
"Sold","0x51357b","99Zed",3.72,1436,2020-10-29,2855,"Guy","Male","Mid",2,"2089494000%"
"Sold","0xcb832d","0x51357b",1.5,551,2020-09-11,2855,"Guy","Male","Mid",2,"2089494000%"
"Sold","0x4f596f","0xcb832d",1,214,2020-05-20,2855,"Guy","Male","Mid",2,"2089494000%"
"Sold","0x8234be","0x4f596f",0.1,128,2018-01-15,2855,"Guy","Male","Mid",2,"2089494000%"
"Claimed",NA,"0x8234be",NA,NA,2017-06-23,2855,"Guy","Male","Mid",2,"2089494000%"
"Sold","14215174","5779367",1.49,366,2017-07-08,2856,"Guy","Male","Mid",3,"1837869000%"
"Claimed",NA,"14215174",NA,NA,2017-06-23,2856,"Guy","Male","Mid",3,"1837869000%"
"Claimed",NA,"1258788",NA,NA,2017-06-23,2857,"Girl","Female","Mid",3,"1870080000%"
"Claimed",NA,"sov",NA,NA,2017-06-23,2858,"Girl","Female","Dark",3,"1876480000%"
"Sold","CPyrc","0x11c9a7",3.45,1528,2020-11-06,2859,"Guy","Male","Mid",3,"1872090000%"
"Sold","LSD","CPyrc",3.59,1460,2020-10-25,2859,"Guy","Male","Mid",3,"1872090000%"
"Sold","Pixls","isaacfuf…",0.31,46,2019-02-22,2859,"Guy","Male","Mid",3,"1872090000%"
"Sold","Hemba","Pixls",0.26,23,2018-12-08,2859,"Guy","Male","Mid",3,"1872090000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2859,"Guy","Male","Mid",3,"1872090000%"
"Claimed",NA,"14798088",NA,NA,2017-06-23,2860,"Girl","Female","Mid",2,"1858560000%"
"Sold","0x87e225","coinduph…",0.35,58,2019-04-12,2861,"Guy","Male","Light",1,"3889116000%"
"Sold","Hemba","0x87e225",0.3,46,2019-01-07,2861,"Guy","Male","Light",1,"3889116000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2861,"Guy","Male","Light",1,"3889116000%"
"Sold","MrTpunks…","Kataster…",0.85,192,2020-02-09,2862,"Guy","Male","Light",2,"2140825500%"
"Sold","Pranksy","MrTpunks…",0.89,128,2020-01-12,2862,"Guy","Male","Light",2,"2140825500%"
"Sold","0x00d7c9","Pranksy",0.4,109,2019-06-20,2862,"Guy","Male","Light",2,"2140825500%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,2862,"Guy","Male","Light",2,"2140825500%"
"Claimed",NA,"12734295",NA,NA,2017-06-23,2863,"Guy","Male","Dark",2,"1084000500%"
"Sold","Hemba","0x9e199d",0.3,26,2018-12-16,2864,"Guy","Male","Mid",3,"2013000000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2864,"Guy","Male","Mid",3,"2013000000%"
"Claimed",NA,"12734295",NA,NA,2017-06-23,2865,"Guy","Male","Dark",2,"1355755500%"
"Sold","16058782","5615543",0.5,124,2018-09-21,2866,"Guy","Male","Albino",4,"5654013750%"
"Sold","6827056","10528156",0.35,94,2017-07-04,2866,"Guy","Male","Albino",4,"5654013750%"
"Claimed",NA,"6827056",NA,NA,2017-06-23,2866,"Guy","Male","Albino",4,"5654013750%"
"Sold","Hemba","0x98c488",0.85,337,2020-08-23,2867,"Girl","Female","Mid",2,"0.693120000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2867,"Girl","Female","Mid",2,"0.693120000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,2868,"Guy","Male","Light",2,"1699978500%"
"Sold","gaus","0x4d64ab",0.01,0.01,2020-10-04,2869,"Guy","Male","Light",2,"2158942500%"
"Sold","0xf4239e","gaus",3.5,1252,2020-09-28,2869,"Guy","Male","Light",2,"2158942500%"
"Sold","Hemba","0xf4239e",2.3,795,2020-09-24,2869,"Guy","Male","Light",2,"2158942500%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2869,"Guy","Male","Light",2,"2158942500%"
"Claimed",NA,"12743405",NA,NA,2017-06-23,2870,"Guy","Male","Mid",2,"2116669500%"
"Sold","Pranksy","0xa9c206",0.55,96,2019-09-27,2871,"Guy","Male","Dark",3,"3937428000%"
"Sold","0x00d7c9","Pranksy",0.4,109,2019-06-20,2871,"Guy","Male","Dark",3,"3937428000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,2871,"Guy","Male","Dark",3,"3937428000%"
"Sold","Sylveste…","0xe5e771",9.5,3438,2020-09-28,2872,"Guy","Male","Light",3,"1483581000%"
"Sold","GoWest23","Sylveste…",5.75,2088,2020-09-28,2872,"Guy","Male","Light",3,"1483581000%"
"Sold","Pranksy","GoWest23",1,161,2020-01-16,2872,"Guy","Male","Light",3,"1483581000%"
"Sold","0x00d7c9","Pranksy",0.4,109,2019-06-20,2872,"Guy","Male","Light",3,"1483581000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,2872,"Guy","Male","Light",3,"1483581000%"
"Sold","0x00d7c9","CyrusOld",0.05,29,2018-06-01,2873,"Guy","Male","Mid",3,"2820213000%"
"Claimed",NA,"0x00d7c9",NA,NA,2017-06-23,2873,"Guy","Male","Mid",3,"2820213000%"
"Sold","MrNFT","0xe5e771",5.94,2122,2020-09-30,2874,"Guy","Male","Light",3,"2188131000%"
"Sold","GoWest23","MrNFT",4.85,1761,2020-09-28,2874,"Guy","Male","Light",3,"2188131000%"
"Sold","Hemba","GoWest23",0.42,73,2019-05-06,2874,"Guy","Male","Light",3,"2188131000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2874,"Guy","Male","Light",3,"2188131000%"
"Sold","Hemba","0x27c79a",1.2,249,2020-05-23,2875,"Guy","Male","Mid",2,"1699978500%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2875,"Guy","Male","Mid",2,"1699978500%"
"Sold","gr8wxl","0x6f0e05",3,1126,2020-09-15,2876,"Girl","Female","Mid",3,"1779200000%"
"Sold","Hemba","gr8wxl",0.43,96,2017-08-03,2876,"Girl","Female","Mid",3,"1779200000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2876,"Girl","Female","Mid",3,"1779200000%"
"Claimed",NA,"48543",NA,NA,2017-06-23,2877,"Guy","Male","Dark",2,"2035143000%"
"Sold","2299655","337252",4,1384,2020-09-24,2878,"Guy","Male","Dark",3,"2021052000%"
"Claimed",NA,"2299655",NA,NA,2017-06-23,2878,"Guy","Male","Dark",3,"2021052000%"
"Claimed",NA,"4774681",NA,NA,2017-06-23,2879,"Guy","Male","Mid",2,"1413126000%"
"Sold","gCAN","0x6ef237",5.5,3495,2020-12-26,2880,"Guy","Male","Light",2,"2922876000%"
"Sold","wolong","gCAN",3.25,1543,2020-11-19,2880,"Guy","Male","Light",2,"2922876000%"
"Sold","MrNFT","wolong",2.98,1014,2020-09-25,2880,"Guy","Male","Light",2,"2922876000%"
"Sold","Pranksy","MrNFT",2.75,948,2020-09-25,2880,"Guy","Male","Light",2,"2922876000%"
"Sold","0x5aaeb9","Pranksy",2.29,792,2020-09-24,2880,"Guy","Male","Light",2,"2922876000%"
"Sold","Pranksy","0x5aaeb9",2.19,757,2020-09-24,2880,"Guy","Male","Light",2,"2922876000%"
"Sold","Hemba","Pranksy",1.8,613,2020-09-22,2880,"Guy","Male","Light",2,"2922876000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2880,"Guy","Male","Light",2,"2922876000%"
"Claimed",NA,"7620409",NA,NA,2017-06-23,2881,"Guy","Male","Dark",3,"2258586000%"
"Sold","antunes_…","Slider92",5.9,2169,2020-10-01,2882,"Guy","Male","Albino",2,"8382132000%"
"Sold","0x4dcaf3","antunes_…",0.5,76,2019-04-25,2882,"Guy","Male","Albino",2,"8382132000%"
"Sold","0x996737","0x4dcaf3",0.3,76,2017-06-26,2882,"Guy","Male","Albino",2,"8382132000%"
"Claimed",NA,"0x996737",NA,NA,2017-06-23,2882,"Guy","Male","Albino",2,"8382132000%"
"Sold","0x8ba3e2","8278656",0.3,139,2017-11-25,2883,"Guy","Male","Dark",2,"2391444000%"
"Claimed",NA,"12645853",NA,NA,2017-06-23,2883,"Guy","Male","Dark",2,"2391444000%"
"Claimed",NA,"22324",NA,NA,2017-06-23,2884,"Girl","Female","Mid",2,"0.625920000%"
"Claimed",NA,"12221644",NA,NA,2017-06-23,2885,"Guy","Male","Mid",5,"5330021400%"
"Sold","Deeze","2pac",13.37,8112,2020-12-24,2886,"Guy","Male","Dark",3,"3031578000%"
"Sold","0x585f98","Deeze",10,3411,2020-10-08,2886,"Guy","Male","Dark",3,"3031578000%"
"Claimed",NA,"0x585f98",NA,NA,2017-06-23,2886,"Guy","Male","Dark",3,"3031578000%"
"Sold","blocktop…","0x033ee7",3.5,1211,2020-09-24,2887,"Guy","Male","Mid",2,"1210819500%"
"Sold","Hemba","0xc352b5",0.42,36,2018-12-13,2887,"Guy","Male","Mid",2,"1210819500%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2887,"Guy","Male","Mid",2,"1210819500%"
"Claimed",NA,"7293485",NA,NA,2017-06-23,2888,"Girl","Female","Dark",3,"2568960000%"
"Sold","straybit…","0x6611fe",8,2127,2017-07-06,2889,"Girl","Female","Dark",3,"2137600000%"
"Claimed",NA,"straybit…",NA,NA,2017-06-23,2889,"Girl","Female","Dark",3,"2137600000%"
"Claimed",NA,"12556424",NA,NA,2017-06-23,2890,"Guy","Alien","Alien",1,"0.003159000%"
"Sold","Michel_M…","EliteCat…",15,5271,2020-10-05,2891,"Girl","Female","Albino",2,"1117440000%"
"Sold","0x541075","Michel_M…",7,2456,2020-10-05,2891,"Girl","Female","Albino",2,"1117440000%"
"Claimed",NA,"0x541075",NA,NA,2017-06-23,2891,"Girl","Female","Albino",2,"1117440000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2892,"Guy","Male","Mid",3,"1487607000%"
"Claimed",NA,"12192872",NA,NA,2017-06-23,2893,"Girl","Female","Light",3,"3936000000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,2894,"Guy","Male","Mid",5,"4142754000%"
"Sold","Hemba","Kenney",0.15,57,2018-04-04,2895,"Guy","Male","Mid",2,"1292346000%"
"Claimed",NA,"Hemba",NA,NA,2017-06-23,2895,"Guy","Male","Mid",2,"1292346000%"
"Sold","Cyborg","0xc352b5",0.2,59,2017-06-29,2896,"Girl","Female","Dark",3,"3677440000%"
"Claimed",NA,"Cyborg",NA,NA,2017-06-23,2896,"Girl","Female","Dark",3,"3677440000%"
"Sold","Zieg","ross_VRO…",5.5,1914,2020-10-04,2897,"Guy","Male","Dark",2,"2841349500%"
"Sold","antunes_…","Zieg",4.85,1671,2020-10-02,2897,"Guy","Male","Dark",2,"2841349500%"
"Sold","Pranksy","antunes_…",0.6,98,2020-01-14,2897,"Guy","Male","Dark",2,"2841349500%"
"Sold","Cyborg","Pranksy",0.35,94,2019-05-26,2897,"Guy","Male","Dark",2,"2841349500%"
"Claimed",NA,"Cyborg",NA,NA,2017-06-23,2897,"Guy","Male","Dark",2,"2841349500%"
"Claimed",NA,"Punkofth…",NA,NA,2017-06-23,2898,"Guy","Male","Dark",3,"6630822000%"
"Claimed",NA,"0x003a97",NA,NA,2017-06-23,2899,"Guy","Male","Dark",2,"1283287500%"
"Claimed",NA,"15838612",NA,NA,2017-06-23,2900,"Girl","Female","Light",2,"4824960000%"
"Claimed",NA,"2553668",NA,NA,2017-06-23,2901,"Guy","Male","Albino",4,"3212748000%"
"Claimed",NA,"1258788",NA,NA,2017-06-23,2902,"Guy","Male","Albino",2,"2494107000%"
"Claimed",NA,"13358210",NA,NA,2017-06-23,2903,"Girl","Female","Albino",4,"3922560000%"
"Sold","0x48db19","CryptoPa…",4,2357,2020-11-25,2904,"Girl","Female","Dark",4,"1544640000%"
"Claimed",NA,"0x48db19",NA,NA,2017-06-23,2904,"Girl","Female","Dark",4,"1544640000%"
"Claimed",NA,"55990",NA,NA,2017-06-23,2905,"Girl","Female","Dark",3,"4574720000%"
"Sold","CPyrc","0x568cf5",5.85,2124,2020-09-28,2906,"Guy","Male","Light",3,"2294820000%"
"Sold","Carlini8","CPyrc",5.1,1852,2020-09-28,2906,"Guy","Male","Light",3,"2294820000%"
"Sold","redlione…","Carlini8",4.99,1793,2020-09-28,2906,"Guy","Male","Light",3,"2294820000%"
"Sold","0x11c9a7","redlione…",4.2,1503,2020-09-28,2906,"Guy","Male","Light",3,"2294820000%"
"Sold","itsfine","0x11c9a7",3.9,1395,2020-09-28,2906,"Guy","Male","Light",3,"2294820000%"
"Sold","GoWest23","itsfine",2.95,1040,2020-09-26,2906,"Guy","Male","Light",3,"2294820000%"
"Sold","0x12cce1","GoWest23",0.35,61,2019-05-06,2906,"Guy","Male","Light",3,"2294820000%"
"Sold","0xbc081c","0x6f72f2",0.15,43,2017-11-02,2906,"Guy","Male","Light",3,"2294820000%"
"Claimed",NA,"0xbc081c",NA,NA,2017-06-23,2906,"Guy","Male","Light",3,"2294820000%"
"Claimed",NA,"4774681",NA,NA,2017-06-23,2907,"Guy","Male","Dark",3,"2447808000%"
"Claimed",NA,"14693721",NA,NA,2017-06-23,2908,"Guy","Male","Dark",2,"2234430000%"
"Claimed",NA,"4520629",NA,NA,2017-06-23,2909,"Girl","Female","Dark",2,"1288320000%"
"Claimed",NA,"48543",NA,NA,2017-06-23,2910,"Guy","Male","Mid",2,"1772446500%"
"Sold","12322844","2672791",0.5,103,2017-07-13,2911,"Guy","Male","Mid",3,"1765401000%"
"Claimed",NA,"12322844",NA,NA,2017-06-23,2911,"Guy","Male","Mid",3,"1765401000%"
"Sold","12322844","5569574",0.15,68,2017-12-08,2912,"Guy","Male","Dark",2,"2494107000%"
"Claimed",NA,"12322844",NA,NA,2017-06-23,2912,"Guy","Male","Dark",2,"2494107000%"
"Claimed",NA,"15838612",NA,NA,2017-06-23,2913,"Guy","Male","Mid",3,"2242482000%"
"Claimed",NA,"48543",NA,NA,2017-06-23,2914,"Girl","Female","Albino",2,"2184960000%"
"Sold","5331586","48543",0.15,44,2017-06-29,2915,"Girl","Female","Dark",4,"3817920000%"
"Claimed",NA,"5331586",NA,NA,2017-06-23,2915,"Girl","Female","Dark",4,"3817920000%"
"Sold","14215174","5772875",0.18,55,2017-08-12,2916,"Guy","Male","Dark",3,"1988844000%"
"Sold","12322844","14215174",0.3,58,2017-07-19,2916,"Guy","Male","Dark",3,"1988844000%"
"Claimed",NA,"12322844",NA,NA,2017-06-23,2916,"Guy","Male","Dark",3,"1988844000%"
"Claimed",NA,"12743405",NA,NA,2017-06-23,2917,"Girl","Female","Mid",2,"2181120000%"
"Sold","Hemba","0xa163a1",1.75,385,2020-05-29,2918,"Girl","Female","Dark",3,"0.916480000%"
"Claimed",NA,"0xe4d36b",NA,NA,2017-06-23,2918,"Girl","Female","Dark",3,"0.916480000%"
"Sold","Pranksy","JayDelay",1.5,554,2020-09-11,2919,"Girl","Female","Dark",2,"1520640000%"
"Sold","natealex","Pranksy",1.42,525,2020-09-11,2919,"Girl","Female","Dark",2,"1520640000%"
