Punk,Sex,Type,Skin,TypeSkin,Slots,Att1,Att2,Att3,Att4,Att5,Att6,Att7,TypeRare,AttCount,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Min,Avg,Rank
6573,Girl,Female,Light,FemaleLight,3,Black Lipstick,Knitted Cap,Purple Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.19%,2.62%,,,,,2.62%,4.33%,1661440000%
8044,Girl,Female,Albino,FemaleAlbino,3,Hot Lipstick,Orange Side,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,0.68%,5.35%,,,,,0.68%,4.33%,1662720000%
2395,Girl,Female,Dark,FemaleDark,3,Black Lipstick,Blonde Bob,Horned Rim Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,1.47%,5.35%,,,,,1.47%,4.33%,1662720000%
9945,Girl,Female,Mid,FemaleMid,3,Black Lipstick,Half Shaved,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,1.47%,5.35%,,,,,1.47%,4.33%,1662720000%
8182,Guy,Male,Mid,MaleMid,3,Handlebars,Cap,Clown Nose,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,3.51%,2.12%,,,,,2.12%,2.75%,1662738000%
8404,Guy,Male,Mid,MaleMid,3,Goat,Hoodie,Vape,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,2.59%,2.72%,,,,,2.59%,2.75%,1662738000%
3402,Girl,Female,Light,FemaleLight,4,Purple Lipstick,Spots,Knitted Cap,Horned Rim Glasses,(blank),(blank),(blank),38%,14.20%,6.55%,1.24%,4.19%,5.35%,,,,1.24%,4.33%,1663680000%
9513,Guy,Male,Albino,MaleAlbino,2,Normal Beard,Hoodie,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.92%,2.59%,,,,,,2.59%,2.76%,1663744500%
1177,Guy,Male,Dark,MaleDark,2,Normal Beard,Hoodie,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.92%,2.59%,,,,,,2.59%,2.76%,1663744500%
7641,Guy,Male,Mid,MaleMid,2,Normal Beard,Hoodie,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.92%,2.59%,,,,,,2.59%,2.76%,1663744500%
1911,Girl,Female,Albino,FemaleAlbino,3,Orange Side,Cigarette,Green Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,0.68%,9.61%,2.71%,,,,,0.68%,4.33%,1664000000%
9598,Girl,Female,Dark,FemaleDark,3,Black Lipstick,Straight Hair Dark,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,1.48%,5.35%,,,,,1.48%,4.33%,1664000000%
1329,Girl,Female,Mid,FemaleMid,3,Mole,Blonde Short,Regular Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.44%,1.29%,5.27%,,,,,1.29%,4.33%,1664000000%
9808,Girl,Female,Albino,FemaleAlbino,2,Headband,Eye Patch,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.06%,4.61%,,,,,,4.06%,4.34%,1664640000%
8899,Guy,Male,Mid,MaleMid,3,Buck Teeth,Stringy Hair,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,0.78%,4.63%,2.86%,,,,,0.78%,2.76%,1664751000%
7732,Guy,Male,Light,MaleLight,3,Chinstrap,Hoodie,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,2.59%,2.86%,,,,,2.59%,2.76%,1664751000%
7269,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Wild Blonde,Classic Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,1.44%,5.02%,,,,,1.44%,4.34%,1665280000%
5160,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Wild Blonde,Eye Patch,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.44%,4.61%,,,,,1.44%,4.34%,1665280000%
5621,Girl,Female,Mid,FemaleMid,3,Purple Lipstick,Straight Hair Blonde,Classic Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,1.44%,5.02%,,,,,1.44%,4.34%,1665280000%
6757,Girl,Female,Dark,FemaleDark,3,Black Lipstick,Crazy hair,Green Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.14%,2.71%,,,,,2.71%,4.34%,1666560000%
8604,Girl,Female,Light,FemaleLight,3,Black Lipstick,Knitted Cap,Blue Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.19%,2.66%,,,,,2.66%,4.34%,1666560000%
7243,Guy,Male,Dark,MaleDark,2,Hoodie,Eye Mask,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.59%,2.93%,,,,,,2.59%,2.76%,1666764000%
3745,Guy,Male,Mid,MaleMid,2,Big Beard,Headband,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.46%,4.06%,,,,,,1.46%,2.76%,1666764000%
1078,Guy,Male,Mid,MaleMid,2,Hoodie,Eye Mask,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.59%,2.93%,,,,,,2.59%,2.76%,1666764000%
9597,Guy,Male,Light,MaleLight,2,Big Beard,Headband,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.46%,4.06%,,,,,,1.46%,2.76%,1666764000%
1472,Guy,Male,Light,MaleLight,2,Hoodie,Eye Mask,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.59%,2.93%,,,,,,2.59%,2.76%,1666764000%
1954,Guy,Male,Light,MaleLight,3,Buck Teeth,Muttonchops,Wild Hair,(blank),(blank),(blank),(blank),60%,45.01%,0.78%,3.03%,4.47%,,,,,0.78%,2.76%,1666764000%
9968,Guy,Male,Light,MaleLight,3,Big Beard,Vampire Hair,Big Shades,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,1.47%,5.35%,,,,,1.46%,2.76%,1666764000%
9244,Girl,Female,Dark,FemaleDark,4,Hot Lipstick,Wild Hair,Clown Eyes Green,Clown Nose,(blank),(blank),(blank),38%,14.20%,6.96%,4.47%,3.82%,2.12%,,,,2.12%,4.34%,1667520000%
8560,Girl,Female,Dark,FemaleDark,3,Black Lipstick,Straight Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,1.51%,5.35%,,,,,1.51%,4.34%,1667840000%
6598,Girl,Female,Light,FemaleLight,3,Black Lipstick,Straight Hair,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,1.51%,5.35%,,,,,1.51%,4.34%,1667840000%
4531,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Purple Hair,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,1.65%,3.78%,,,,,1.65%,2.76%,1668777000%
7637,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Wild White Hair,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.36%,4.72%,,,,,1.36%,4.35%,1669120000%
3775,Girl,Female,Dark,FemaleDark,3,Purple Lipstick,Blonde Bob,Classic Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,1.47%,5.02%,,,,,1.47%,4.35%,1669120000%
6549,Girl,Female,Dark,FemaleDark,3,Purple Lipstick,Half Shaved,Classic Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,1.47%,5.02%,,,,,1.47%,4.35%,1669120000%
3125,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Half Shaved,Classic Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,1.47%,5.02%,,,,,1.47%,4.35%,1669120000%
4711,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Straight Hair Dark,Eye Patch,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.48%,4.61%,,,,,1.48%,4.35%,1670400000%
2387,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Rosy Cheeks,Bandana,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.28%,4.81%,,,,,1.28%,4.35%,1670400000%
3581,Girl,Female,Mid,FemaleMid,3,Purple Lipstick,Tassle Hat,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,1.78%,4.72%,,,,,1.78%,4.35%,1670400000%
4533,Guy,Male,Dark,MaleDark,3,Goat,Police Cap,VR,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,2.03%,3.32%,,,,,2.03%,2.77%,1670790000%
6795,Guy,Male,Light,MaleLight,5,Frown,Silver Chain,Goat,Messy Hair,Clown Nose,(blank),(blank),60%,1.66%,2.61%,1.56%,2.95%,4.60%,2.12%,,,1.56%,2.77%,1671595200%
4608,Guy,Male,Albino,MaleAlbino,2,Goat,Hoodie,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.95%,2.59%,,,,,,2.59%,2.77%,1672803000%
8799,Guy,Male,Dark,MaleDark,2,Goat,Hoodie,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.95%,2.59%,,,,,,2.59%,2.77%,1672803000%
2550,Guy,Male,Mid,MaleMid,2,Goat,Hoodie,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.95%,2.59%,,,,,,2.59%,2.77%,1672803000%
3049,Guy,Male,Light,MaleLight,2,Goat,Hoodie,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.95%,2.59%,,,,,,2.59%,2.77%,1672803000%
9137,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Hoodie,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,2.59%,2.86%,,,,,2.59%,2.77%,1672803000%
8486,Guy,Male,Light,MaleLight,3,Silver Chain,Police Cap,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,1.56%,2.03%,4.72%,,,,,1.56%,2.77%,1672803000%
1940,Girl,Female,Dark,FemaleDark,3,Black Lipstick,Knitted Cap,Green Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.19%,2.71%,,,,,2.71%,4.36%,1672960000%
5565,Girl,Female,Light,FemaleLight,3,Black Lipstick,Knitted Cap,Green Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.19%,2.71%,,,,,2.71%,4.36%,1672960000%
514,Girl,Female,Albino,FemaleAlbino,3,Hot Lipstick,Straight Hair,Eye Patch,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.51%,4.61%,,,,,1.51%,4.36%,1674240000%
6608,Girl,Female,Albino,FemaleAlbino,3,Black Lipstick,Mohawk Dark,Purple Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.29%,2.62%,,,,,2.62%,4.36%,1674240000%
4920,Guy,Male,Mid,MaleMid,4,Rosy Cheeks,Goat,Crazy hair,Vape,(blank),(blank),(blank),60%,14.20%,1.28%,2.95%,4.14%,2.72%,,,,1.28%,2.77%,1674312750%
6140,Guy,Male,Dark,MaleDark,3,Frown,Spots,Wild Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,1.24%,4.47%,,,,,1.24%,2.77%,1674816000%
9437,Guy,Male,Dark,MaleDark,3,Rosy Cheeks,Handlebars,Mohawk,(blank),(blank),(blank),(blank),60%,45.01%,1.28%,2.63%,4.41%,,,,,1.28%,2.77%,1674816000%
6937,Guy,Male,Dark,MaleDark,3,Normal Beard Black,Purple Hair,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,1.65%,3.78%,,,,,1.65%,2.77%,1674816000%
2225,Guy,Male,Light,MaleLight,3,Muttonchops,Vampire Hair,Clown Eyes Green,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,1.47%,3.82%,,,,,1.47%,2.77%,1674816000%
6668,Girl,Female,Albino,FemaleAlbino,3,Black Lipstick,Dark Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,1.57%,5.35%,,,,,1.57%,4.36%,1675520000%
5769,Girl,Female,Light,FemaleLight,3,Black Lipstick,Dark Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,1.57%,5.35%,,,,,1.57%,4.36%,1675520000%
4215,Girl,Female,Mid,FemaleMid,3,Black Lipstick,Dark Hair,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,1.57%,5.35%,,,,,1.57%,4.36%,1675520000%
4351,Girl,Female,Mid,FemaleMid,3,Purple Lipstick,Frumpy Hair,Clown Nose,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.42%,2.12%,,,,,2.12%,4.36%,1675520000%
9659,Guy,Male,Dark,MaleDark,2,Smile,Pipe,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.38%,3.17%,,,,,,2.38%,2.78%,1675822500%
6154,Guy,Male,Dark,MaleDark,3,Big Beard,Peak Spike,Clown Eyes Blue,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,3.03%,3.84%,,,,,1.46%,2.78%,1676829000%
9194,Girl,Female,Albino,FemaleAlbino,2,Hot Lipstick,Tassle Hat,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.96%,1.78%,,,,,,1.78%,4.37%,1678080000%
3590,Girl,Female,Dark,FemaleDark,2,Hot Lipstick,Tassle Hat,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.96%,1.78%,,,,,,1.78%,4.37%,1678080000%
482,Girl,Female,Light,FemaleLight,2,Hot Lipstick,Tassle Hat,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.96%,1.78%,,,,,,1.78%,4.37%,1678080000%
6215,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Blonde Short,Regular Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,1.29%,5.27%,,,,,1.29%,4.37%,1678080000%
3867,Girl,Female,Mid,FemaleMid,2,Hot Lipstick,Tassle Hat,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.96%,1.78%,,,,,,1.78%,4.37%,1678080000%
6869,Guy,Male,Mid,MaleMid,3,Buck Teeth,Cap Forward,Classic Shades,(blank),(blank),(blank),(blank),60%,45.01%,0.78%,2.54%,5.02%,,,,,0.78%,2.78%,1678842000%
8094,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Wild Blonde,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.44%,4.72%,,,,,1.44%,4.37%,1679360000%
6836,Girl,Female,Dark,FemaleDark,4,Hot Lipstick,Mole,Straight Hair Blonde,Blue Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.96%,6.44%,1.44%,2.66%,,,,1.44%,4.38%,1680000000%
2171,Girl,Female,Dark,FemaleDark,2,Crazy hair,Eye Patch,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.14%,4.61%,,,,,,4.14%,4.38%,1680000000%
2765,Guy,Male,Dark,MaleDark,2,Muttonchops,Cap Forward,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.03%,2.54%,,,,,,2.54%,2.79%,1681861500%
3174,Guy,Male,Mid,MaleMid,2,Rosy Cheeks,Mohawk Dark,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.28%,4.29%,,,,,,1.28%,2.79%,1681861500%
878,Guy,Male,Mid,MaleMid,2,Muttonchops,Cap Forward,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.03%,2.54%,,,,,,2.54%,2.79%,1681861500%
1481,Guy,Male,Light,MaleLight,2,Rosy Cheeks,Mohawk Dark,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.28%,4.29%,,,,,,1.28%,2.79%,1681861500%
2975,Guy,Male,Light,MaleLight,2,Muttonchops,Cap Forward,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.03%,2.54%,,,,,,2.54%,2.79%,1681861500%
1806,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Dark Hair,Eye Patch,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.57%,4.61%,,,,,1.57%,4.38%,1681920000%
885,Guy,Male,Dark,MaleDark,3,Frown,Silver Chain,Knitted Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,1.56%,4.19%,,,,,1.56%,2.79%,1682868000%
1749,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Blonde Bob,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.47%,4.72%,,,,,1.47%,4.38%,1683200000%
4101,Girl,Female,Light,FemaleLight,3,Mole,Wild White Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.44%,1.36%,5.35%,,,,,1.36%,4.38%,1683200000%
6556,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Blonde Bob,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.47%,4.72%,,,,,1.47%,4.38%,1683200000%
3301,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Half Shaved,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.47%,4.72%,,,,,1.47%,4.38%,1683200000%
8268,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Clown Hair Green,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.48%,4.72%,,,,,1.48%,4.39%,1684480000%
7485,Guy,Male,Dark,MaleDark,3,Gold Chain,Shadow Beard,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,1.69%,5.26%,1.42%,,,,,1.42%,2.79%,1684881000%
9691,Girl,Female,Dark,FemaleDark,3,Black Lipstick,Mohawk Dark,Green Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.29%,2.71%,,,,,2.71%,4.39%,1685760000%
1768,Girl,Female,Light,FemaleLight,3,Black Lipstick,Crazy hair,3D Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.14%,2.86%,,,,,2.86%,4.39%,1685760000%
7899,Girl,Female,Mid,FemaleMid,2,Headband,Nerd Glasses,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.06%,4.72%,,,,,,4.06%,4.39%,1685760000%
8916,Girl,Female,Dark,FemaleDark,3,Pigtails,Cigarette,Purple Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,0.94%,9.61%,2.62%,,,,,0.94%,4.39%,1685760000%
5424,Guy,Male,Albino,MaleAlbino,3,Goat,Purple Hair,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,1.65%,3.78%,,,,,1.65%,2.79%,1686894000%
3384,Guy,Male,Light,MaleLight,3,Silver Chain,Vampire Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),60%,45.01%,1.56%,1.47%,5.35%,,,,,1.47%,2.79%,1686894000%
6315,Guy,Male,Light,MaleLight,3,Muttonchops,Police Cap,VR,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,2.03%,3.32%,,,,,2.03%,2.79%,1686894000%
1514,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Pink With Hat,Regular Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,0.95%,5.27%,,,,,0.95%,4.39%,1687040000%
7041,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Cap,Green Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,3.51%,2.71%,,,,,2.71%,4.39%,1687040000%
7378,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Wild White Hair,Regular Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,1.36%,5.27%,,,,,1.36%,4.39%,1687040000%
9599,Girl,Female,Light,FemaleLight,3,Mole,Blonde Bob,Regular Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.44%,1.47%,5.27%,,,,,1.47%,4.39%,1687040000%
9942,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Straight Hair,Nerd Glasses,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,1.51%,4.72%,,,,,1.51%,4.40%,1688320000%
9851,Girl,Female,Mid,FemaleMid,3,Mole,Clown Hair Green,Regular Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.44%,1.48%,5.27%,,,,,1.48%,4.40%,1688320000%
1165,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Cap,Vape,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,3.51%,2.72%,,,,,2.72%,4.40%,1688320000%
7171,Guy,Male,Light,MaleLight,3,Handlebars,Hoodie,Pipe,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,2.59%,3.17%,,,,,2.59%,2.80%,1688907000%
3017,Guy,Male,Dark,MaleDark,4,Frown,Big Beard,Knitted Cap,Eye Mask,(blank),(blank),(blank),60%,14.20%,2.61%,1.46%,4.19%,2.93%,,,,1.46%,2.80%,1689410250%
3760,Guy,Male,Mid,MaleMid,4,Smile,Goat,Do-rag,3D Glasses,(blank),(blank),(blank),60%,14.20%,2.38%,2.95%,3.00%,2.86%,,,,2.38%,2.80%,1689410250%
6448,Girl,Female,Dark,FemaleDark,2,Knitted Cap,Eye Patch,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.19%,4.61%,,,,,,4.19%,4.40%,1689600000%
7024,Girl,Female,Light,FemaleLight,2,Knitted Cap,Eye Patch,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.19%,4.61%,,,,,,4.19%,4.40%,1689600000%
8680,Girl,Female,Dark,FemaleDark,3,Blonde Bob,Cigarette,Clown Nose,(blank),(blank),(blank),(blank),38%,45.01%,1.47%,9.61%,2.12%,,,,,1.47%,4.40%,1689600000%
1726,Girl,Female,Light,FemaleLight,4,Hot Lipstick,Mole,Clown Hair Green,Vape,(blank),(blank),(blank),38%,14.20%,6.96%,6.44%,1.48%,2.72%,,,,1.48%,4.40%,1689600000%
3149,Girl,Female,Mid,FemaleMid,3,Black Lipstick,Mohawk,Purple Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.41%,2.62%,,,,,2.62%,4.40%,1689600000%
3879,Girl,Female,Mid,FemaleMid,3,Black Lipstick,Mohawk Thin,Purple Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.41%,2.62%,,,,,2.62%,4.40%,1689600000%
7174,Girl,Female,Mid,FemaleMid,3,Pigtails,Cigarette,Blue Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,0.94%,9.61%,2.66%,,,,,0.94%,4.40%,1690880000%
6449,Guy,Male,Albino,MaleAlbino,2,Front Beard Dark,Shaved Head,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.60%,3.00%,,,,,,2.60%,2.80%,1690920000%
9922,Guy,Male,Albino,MaleAlbino,2,Front Beard Dark,Do-rag,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.60%,3.00%,,,,,,2.60%,2.80%,1690920000%
1617,Guy,Male,Dark,MaleDark,2,Front Beard Dark,Do-rag,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.60%,3.00%,,,,,,2.60%,2.80%,1690920000%
9150,Guy,Male,Dark,MaleDark,2,Big Beard,Crazy hair,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.46%,4.14%,,,,,,1.46%,2.80%,1690920000%
5603,Guy,Male,Mid,MaleMid,2,Front Beard Dark,Do-rag,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.60%,3.00%,,,,,,2.60%,2.80%,1690920000%
9197,Guy,Male,Mid,MaleMid,2,Front Beard Dark,Shaved Head,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.60%,3.00%,,,,,,2.60%,2.80%,1690920000%
1638,Guy,Male,Light,MaleLight,2,Front Beard Dark,Do-rag,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.60%,3.00%,,,,,,2.60%,2.80%,1690920000%
7780,Guy,Male,Light,MaleLight,2,Front Beard Dark,Shaved Head,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.60%,3.00%,,,,,,2.60%,2.80%,1690920000%
9684,Guy,Male,Light,MaleLight,4,Handlebars,Cap Forward,Pipe,3D Glasses,(blank),(blank),(blank),60%,14.20%,2.63%,2.54%,3.17%,2.86%,,,,2.54%,2.80%,1690920000%
8210,Guy,Male,Light,MaleLight,2,Big Beard,Crazy hair,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.46%,4.14%,,,,,,1.46%,2.80%,1690920000%
5316,Girl,Female,Albino,FemaleAlbino,3,Pink With Hat,Cigarette,Blue Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,0.95%,9.61%,2.66%,,,,,0.95%,4.41%,1692160000%
6369,Girl,Female,Dark,FemaleDark,4,Purple Lipstick,Mole,Half Shaved,Pipe,(blank),(blank),(blank),38%,14.20%,6.55%,6.44%,1.47%,3.17%,,,,1.47%,4.41%,1692480000%
8980,Girl,Female,Light,FemaleLight,4,Hot Lipstick,Mole,Dark Hair,Blue Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.96%,6.44%,1.57%,2.66%,,,,1.57%,4.41%,1692480000%
6166,Guy,Male,Mid,MaleMid,3,Normal Beard Black,Hoodie,Eye Mask,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,2.59%,2.93%,,,,,2.59%,2.80%,1692933000%
934,Girl,Female,Albino,FemaleAlbino,1,Mohawk,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,4.41%,,,,,,,4.41%,4.41%,1693440000%
1591,Girl,Female,Albino,FemaleAlbino,1,Mohawk Thin,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,4.41%,,,,,,,4.41%,4.41%,1693440000%
191,Girl,Female,Dark,FemaleDark,1,Mohawk,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,4.41%,,,,,,,4.41%,4.41%,1693440000%
670,Girl,Female,Dark,FemaleDark,1,Mohawk Thin,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,4.41%,,,,,,,4.41%,4.41%,1693440000%
8592,Girl,Female,Dark,FemaleDark,3,Mole,Wild Blonde,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.44%,1.44%,5.35%,,,,,1.44%,4.41%,1693440000%
528,Girl,Female,Light,FemaleLight,1,Mohawk,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,4.41%,,,,,,,4.41%,4.41%,1693440000%
1783,Girl,Female,Light,FemaleLight,1,Mohawk Thin,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,4.41%,,,,,,,4.41%,4.41%,1693440000%
1379,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Headband,Purple Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.06%,2.62%,,,,,2.62%,4.41%,1693440000%
215,Girl,Female,Mid,FemaleMid,1,Mohawk,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,4.41%,,,,,,,4.41%,4.41%,1693440000%
559,Girl,Female,Mid,FemaleMid,1,Mohawk Thin,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,4.41%,,,,,,,4.41%,4.41%,1693440000%
8255,Girl,Female,Mid,FemaleMid,3,Mole,Straight Hair Blonde,Big Shades,(blank),(blank),(blank),(blank),38%,45.01%,6.44%,1.44%,5.35%,,,,,1.44%,4.41%,1693440000%
3596,Guy,Male,Dark,MaleDark,2,Frown,Do-rag,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.61%,3.00%,,,,,,2.61%,2.81%,1693939500%
7130,Guy,Male,Dark,MaleDark,2,Frown,Shaved Head,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.61%,3.00%,,,,,,2.61%,2.81%,1693939500%
295,Guy,Male,Mid,MaleMid,2,Frown,Shaved Head,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.61%,3.00%,,,,,,2.61%,2.81%,1693939500%
1171,Guy,Male,Light,MaleLight,2,Frown,Shaved Head,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.61%,3.00%,,,,,,2.61%,2.81%,1693939500%
