Punk,Sex,Type,Skin,TypeSkin,Slots,Att1,Att2,Att3,Att4,Att5,Att6,Att7,TypeRare,AttCount,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Min,Avg,Rank
7526,Guy,Male,Dark,MaleDark,3,Muttonchops,Purple Hair,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,1.65%,4.72%,,,,,1.65%,3.13%,1892220000%
8006,Guy,Male,Mid,MaleMid,3,Frumpy Hair,3D Glasses,Clown Nose,(blank),(blank),(blank),(blank),60%,45.01%,4.42%,2.86%,2.12%,,,,,2.12%,3.13%,1892220000%
467,Guy,Male,Light,MaleLight,3,Front Beard,Purple Hair,Classic Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,1.65%,5.02%,,,,,1.65%,3.13%,1892220000%
7204,Girl,Female,Dark,FemaleDark,3,Purple Lipstick,Frumpy Hair,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.42%,3.82%,,,,,3.82%,4.93%,1893120000%
9193,Girl,Female,Light,FemaleLight,3,Wild White Hair,Cigarette,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,1.36%,9.61%,3.82%,,,,,1.36%,4.93%,1893120000%
5384,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Frumpy Hair,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.42%,3.82%,,,,,3.82%,4.93%,1893120000%
6583,Guy,Male,Mid,MaleMid,2,Big Beard,Bandana,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.46%,4.81%,,,,,,1.46%,3.14%,1893226500%
9447,Guy,Male,Light,MaleLight,2,Big Beard,Bandana,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.46%,4.81%,,,,,,1.46%,3.14%,1893226500%
4987,Guy,Male,Dark,MaleDark,3,Buck Teeth,Bandana,Clown Eyes Green,(blank),(blank),(blank),(blank),60%,45.01%,0.78%,4.81%,3.82%,,,,,0.78%,3.14%,1894233000%
7851,Guy,Male,Mid,MaleMid,3,Cowboy Hat,Vape,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,1.42%,2.72%,5.27%,,,,,1.42%,3.14%,1894233000%
9565,Guy,Male,Light,MaleLight,3,Rosy Cheeks,Bandana,VR,(blank),(blank),(blank),(blank),60%,45.01%,1.28%,4.81%,3.32%,,,,,1.28%,3.14%,1894233000%
6017,Girl,Female,Albino,FemaleAlbino,3,Purple Lipstick,Mohawk Thin,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.41%,3.84%,,,,,3.84%,4.93%,1894400000%
4652,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Mohawk Thin,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.41%,3.84%,,,,,3.84%,4.93%,1894400000%
5481,Girl,Female,Mid,FemaleMid,3,Purple Lipstick,Mohawk,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.41%,3.84%,,,,,3.84%,4.93%,1894400000%
4626,Girl,Female,Light,FemaleLight,2,Messy Hair,Regular Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.60%,5.27%,,,,,,4.60%,4.94%,1895040000%
5636,Girl,Female,Mid,FemaleMid,2,Messy Hair,Regular Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.60%,5.27%,,,,,,4.60%,4.94%,1895040000%
5754,Guy,Male,Albino,MaleAlbino,4,Gold Chain,Front Beard Dark,Do-rag,Regular Shades,(blank),(blank),(blank),60%,14.20%,1.69%,2.60%,3.00%,5.27%,,,,1.69%,3.14%,1896246000%
1975,Guy,Male,Mid,MaleMid,3,Front Beard Dark,Do-rag,Clown Eyes Green,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,3.00%,3.82%,,,,,2.60%,3.14%,1896246000%
7835,Guy,Male,Dark,MaleDark,3,Smile,Handlebars,Mohawk,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,2.63%,4.41%,,,,,2.38%,3.14%,1896246000%
7997,Guy,Male,Light,MaleLight,3,Gold Chain,Normal Beard,Bandana,(blank),(blank),(blank),(blank),60%,45.01%,1.69%,2.92%,4.81%,,,,,1.69%,3.14%,1896246000%
2644,Guy,Male,Light,MaleLight,3,Smile,Handlebars,Mohawk,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,2.63%,4.41%,,,,,2.38%,3.14%,1896246000%
6872,Girl,Female,Dark,FemaleDark,3,Black Lipstick,Bandana,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.17%,4.81%,3.84%,,,,,3.84%,4.94%,1896960000%
6945,Girl,Female,Light,FemaleLight,4,Purple Lipstick,Mole,Headband,Green Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.55%,6.44%,4.06%,2.71%,,,,2.71%,4.94%,1896960000%
7170,Girl,Female,Light,FemaleLight,4,Hot Lipstick,Bandana,Vape,Regular Shades,(blank),(blank),(blank),38%,14.20%,6.96%,4.81%,2.72%,5.27%,,,,2.72%,4.94%,1896960000%
6800,Guy,Male,Albino,MaleAlbino,3,Purple Hair,Pipe,Eye Patch,(blank),(blank),(blank),(blank),60%,45.01%,1.65%,3.17%,4.61%,,,,,1.65%,3.14%,1898259000%
9405,Guy,Male,Mid,MaleMid,3,Big Beard,Knitted Cap,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,4.19%,3.78%,,,,,1.46%,3.14%,1898259000%
9788,Guy,Male,Light,MaleLight,3,Big Beard,Knitted Cap,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,4.19%,3.78%,,,,,1.46%,3.14%,1898259000%
4903,Girl,Female,Light,FemaleLight,4,Black Lipstick,Blonde Short,Cigarette,Green Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.17%,1.29%,9.61%,2.71%,,,,1.29%,4.95%,1898880000%
3206,Guy,Male,Dark,MaleDark,2,Gold Chain,Messy Hair,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.69%,4.60%,,,,,,1.69%,3.15%,1899265500%
9988,Guy,Male,Mid,MaleMid,2,Gold Chain,Messy Hair,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.69%,4.60%,,,,,,1.69%,3.15%,1899265500%
6698,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Headband,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.06%,3.82%,,,,,3.82%,4.95%,1899520000%
5256,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Mole,Wild Blonde,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,6.44%,1.44%,,,,,1.44%,4.95%,1899520000%
5252,Guy,Male,Dark,MaleDark,3,Front Beard Dark,Shaved Head,Clown Eyes Blue,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,3.00%,3.84%,,,,,2.60%,3.15%,1900272000%
7120,Guy,Male,Mid,MaleMid,3,Handlebars,Peak Spike,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,3.03%,3.78%,,,,,2.63%,3.15%,1900272000%
8056,Guy,Male,Mid,MaleMid,4,Luxurious Beard,Mohawk Dark,VR,Clown Nose,(blank),(blank),(blank),60%,14.20%,2.86%,4.29%,3.32%,2.12%,,,,2.12%,3.15%,1900775250%
6804,Girl,Female,Dark,FemaleDark,2,Stringy Hair,Regular Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.63%,5.27%,,,,,,4.63%,4.95%,1900800000%
2286,Girl,Female,Mid,FemaleMid,2,Stringy Hair,Regular Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.63%,5.27%,,,,,,4.63%,4.95%,1900800000%
1707,Girl,Female,Dark,FemaleDark,3,Purple Lipstick,Wild Hair,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.47%,3.84%,,,,,3.84%,4.95%,1902080000%
5468,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Wild Hair,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.47%,3.84%,,,,,3.84%,4.95%,1902080000%
8450,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Headband,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.06%,3.84%,,,,,3.84%,4.95%,1902080000%
9594,Guy,Male,Dark,MaleDark,4,Spots,Big Beard,Stringy Hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,1.24%,1.46%,4.63%,5.27%,,,,1.24%,3.15%,1902285000%
5889,Guy,Male,Mid,MaleMid,2,Gold Chain,Eye Patch,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.69%,4.61%,,,,,,1.69%,3.15%,1902285000%
8132,Guy,Male,Light,MaleLight,3,Front Beard Dark,Peak Spike,Clown Eyes Green,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,3.03%,3.82%,,,,,2.60%,3.15%,1902285000%
7791,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Mole,Half Shaved,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,6.44%,1.47%,,,,,1.47%,4.96%,1903360000%
6191,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Mole,Half Shaved,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,6.44%,1.47%,,,,,1.47%,4.96%,1903360000%
3891,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Mole,Blonde Bob,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,6.44%,1.47%,,,,,1.47%,4.96%,1903360000%
7555,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Mole,Red Mohawk,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,6.44%,1.47%,,,,,1.47%,4.96%,1903360000%
7091,Guy,Male,Mid,MaleMid,3,Front Beard Dark,Crazy hair,Vape,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,4.14%,2.72%,,,,,2.60%,3.15%,1904298000%
1655,Guy,Male,Light,MaleLight,3,Frown,Peak Spike,Clown Eyes Green,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,3.03%,3.82%,,,,,2.61%,3.15%,1904298000%
8893,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Messy Hair,VR,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.60%,3.32%,,,,,3.32%,4.96%,1904640000%
2322,Girl,Female,Light,FemaleLight,3,Hot Lipstick,Mole,Straight Hair Dark,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,6.44%,1.48%,,,,,1.48%,4.96%,1904640000%
6252,Guy,Male,Mid,MaleMid,4,Goat,Top Hat,Pipe,Big Shades,(blank),(blank),(blank),60%,14.20%,2.95%,1.15%,3.17%,5.35%,,,,1.15%,3.16%,1905304500%
2533,Girl,Female,Mid,FemaleMid,4,Purple Lipstick,Mole,Straight Hair,Big Shades,(blank),(blank),(blank),38%,14.20%,6.55%,6.44%,1.51%,5.35%,,,,1.51%,4.96%,1905600000%
7366,Girl,Female,Mid,FemaleMid,3,Straight Hair Blonde,Cigarette,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,1.44%,9.61%,3.84%,,,,,1.44%,4.96%,1905920000%
1722,Guy,Male,Light,MaleLight,3,Normal Beard Black,Fedora,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,1.86%,4.72%,,,,,1.86%,3.16%,1906311000%
3694,Guy,Male,Light,MaleLight,3,Police Cap,Vape,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.03%,2.72%,4.72%,,,,,2.03%,3.16%,1906311000%
2197,Girl,Female,Dark,FemaleDark,4,Black Lipstick,Mole,Stringy Hair,Purple Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.17%,6.44%,4.63%,2.62%,,,,2.62%,4.97%,1906560000%
4107,Girl,Female,Light,FemaleLight,3,Red Mohawk,Cigarette,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,1.47%,9.61%,3.82%,,,,,1.47%,4.97%,1907200000%
4020,Guy,Male,Dark,MaleDark,3,Front Beard,Police Cap,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,2.03%,4.72%,,,,,2.03%,3.16%,1908324000%
6181,Guy,Male,Dark,MaleDark,3,Front Beard,Stringy Hair,Clown Nose,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,4.63%,2.12%,,,,,2.12%,3.16%,1908324000%
4892,Guy,Male,Albino,MaleAlbino,2,Cap Forward,Small Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.54%,3.78%,,,,,,2.54%,3.16%,1908324000%
6147,Guy,Male,Albino,MaleAlbino,2,Do-rag,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.00%,3.32%,,,,,,3.00%,3.16%,1908324000%
156,Guy,Male,Dark,MaleDark,2,Cap Forward,Small Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.54%,3.78%,,,,,,2.54%,3.16%,1908324000%
1739,Guy,Male,Dark,MaleDark,2,Shaved Head,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.00%,3.32%,,,,,,3.00%,3.16%,1908324000%
6818,Guy,Male,Dark,MaleDark,2,Do-rag,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.00%,3.32%,,,,,,3.00%,3.16%,1908324000%
1031,Guy,Male,Mid,MaleMid,2,Cap Forward,Small Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.54%,3.78%,,,,,,2.54%,3.16%,1908324000%
4125,Guy,Male,Mid,MaleMid,2,Do-rag,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.00%,3.32%,,,,,,3.00%,3.16%,1908324000%
5964,Guy,Male,Mid,MaleMid,2,Shaved Head,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.00%,3.32%,,,,,,3.00%,3.16%,1908324000%
3012,Guy,Male,Light,MaleLight,2,Gold Chain,Stringy Hair,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.69%,4.63%,,,,,,1.69%,3.16%,1908324000%
4115,Guy,Male,Light,MaleLight,2,Cap Forward,Small Shades,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.54%,3.78%,,,,,,2.54%,3.16%,1908324000%
6207,Guy,Male,Light,MaleLight,2,Shaved Head,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.00%,3.32%,,,,,,3.00%,3.16%,1908324000%
9894,Guy,Male,Light,MaleLight,2,Do-rag,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.00%,3.32%,,,,,,3.00%,3.16%,1908324000%
689,Girl,Female,Dark,FemaleDark,4,Black Lipstick,Mole,Mohawk Thin,3D Glasses,(blank),(blank),(blank),38%,14.20%,6.17%,6.44%,4.41%,2.86%,,,,2.86%,4.97%,1908480000%
1345,Girl,Female,Dark,FemaleDark,3,Mole,Stringy Hair,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.44%,4.63%,3.84%,,,,,3.84%,4.97%,1908480000%
7070,Girl,Female,Albino,FemaleAlbino,3,Hot Lipstick,Mole,Straight Hair,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,6.44%,1.51%,,,,,1.51%,4.97%,1908480000%
6243,Girl,Female,Light,FemaleLight,4,Hot Lipstick,Mole,Half Shaved,Classic Shades,(blank),(blank),(blank),38%,14.20%,6.96%,6.44%,1.47%,5.02%,,,,1.47%,4.97%,1909440000%
5835,Guy,Male,Dark,MaleDark,3,Chinstrap,Purple Hair,Classic Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,1.65%,5.02%,,,,,1.65%,3.16%,1910337000%
6991,Girl,Female,Albino,FemaleAlbino,2,Messy Hair,Big Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.60%,5.35%,,,,,,4.60%,4.98%,1910400000%
8923,Girl,Female,Albino,FemaleAlbino,2,Messy Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.60%,5.35%,,,,,,4.60%,4.98%,1910400000%
5507,Girl,Female,Dark,FemaleDark,2,Messy Hair,Big Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.60%,5.35%,,,,,,4.60%,4.98%,1910400000%
7801,Girl,Female,Dark,FemaleDark,2,Messy Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.60%,5.35%,,,,,,4.60%,4.98%,1910400000%
9523,Girl,Female,Light,FemaleLight,2,Messy Hair,Big Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.60%,5.35%,,,,,,4.60%,4.98%,1910400000%
1357,Girl,Female,Mid,FemaleMid,4,Hot Lipstick,Mole,Straight Hair Dark,Classic Shades,(blank),(blank),(blank),38%,14.20%,6.96%,6.44%,1.48%,5.02%,,,,1.48%,4.98%,1910400000%
3567,Girl,Female,Mid,FemaleMid,2,Mole,Cap,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.44%,3.51%,,,,,,3.51%,4.98%,1910400000%
2598,Girl,Female,Mid,FemaleMid,2,Messy Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.60%,5.35%,,,,,,4.60%,4.98%,1910400000%
4723,Guy,Male,Mid,MaleMid,4,Normal Beard Black,Shaved Head,Medical Mask,Classic Shades,(blank),(blank),(blank),60%,14.20%,2.89%,3.00%,1.75%,5.02%,,,,1.75%,3.17%,1911343500%
7913,Guy,Male,Mid,MaleMid,2,Chinstrap,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.82%,3.51%,,,,,,2.82%,3.17%,1911343500%
4474,Guy,Male,Light,MaleLight,2,Chinstrap,Cap,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.82%,3.51%,,,,,,2.82%,3.17%,1911343500%
5195,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Bandana,Pipe,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.81%,3.17%,,,,,3.17%,4.98%,1912320000%
6933,Girl,Female,Mid,FemaleMid,3,Straight Hair,Cigarette,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,1.51%,9.61%,3.82%,,,,,1.51%,4.98%,1912320000%
9286,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Bandana,Pipe,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.81%,3.17%,,,,,3.17%,4.98%,1912320000%
8633,Guy,Male,Albino,MaleAlbino,3,Gold Chain,Cap Forward,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,1.69%,2.54%,5.27%,,,,,1.69%,3.17%,1912350000%
8303,Guy,Male,Light,MaleLight,3,Normal Beard,Fedora,Nerd Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,1.86%,4.72%,,,,,1.86%,3.17%,1912350000%
9371,Guy,Male,Light,MaleLight,3,Muttonchops,Fedora,Eye Patch,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,1.86%,4.61%,,,,,1.86%,3.17%,1912350000%
83,Guy,Male,Light,MaleLight,3,Shaved Head,Vape,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,3.00%,2.72%,3.78%,,,,,2.72%,3.17%,1912350000%
2581,Guy,Male,Albino,MaleAlbino,3,Chinstrap,Cowboy Hat,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,1.42%,5.27%,,,,,1.42%,3.17%,1914363000%
1228,Guy,Male,Mid,MaleMid,3,Handlebars,Fedora,Classic Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,1.86%,5.02%,,,,,1.86%,3.17%,1914363000%
7224,Guy,Male,Mid,MaleMid,3,Smile,Mohawk,Vape,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,4.41%,2.72%,,,,,2.38%,3.17%,1914363000%
6225,Guy,Male,Light,MaleLight,1,Pipe,(blank),(blank),(blank),(blank),(blank),(blank),60%,3.33%,3.17%,,,,,,,3.17%,3.17%,1914363000%
9770,Girl,Female,Mid,FemaleMid,4,Black Lipstick,Mole,Stringy Hair,Green Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.17%,6.44%,4.63%,2.71%,,,,2.71%,4.99%,1915200000%
4805,Guy,Male,Light,MaleLight,4,Frown,Crazy hair,Clown Eyes Green,Clown Nose,(blank),(blank),(blank),60%,14.20%,2.61%,4.14%,3.82%,2.12%,,,,2.12%,3.17%,1915872750%
6149,Girl,Female,Albino,FemaleAlbino,2,Stringy Hair,Big Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.63%,5.35%,,,,,,4.63%,4.99%,1916160000%
1742,Girl,Female,Dark,FemaleDark,2,Stringy Hair,Big Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.63%,5.35%,,,,,,4.63%,4.99%,1916160000%
8043,Girl,Female,Light,FemaleLight,2,Stringy Hair,Big Shades,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.63%,5.35%,,,,,,4.63%,4.99%,1916160000%
3050,Girl,Female,Mid,FemaleMid,2,Stringy Hair,Horned Rim Glasses,(blank),(blank),(blank),(blank),(blank),38%,35.60%,4.63%,5.35%,,,,,,4.63%,4.99%,1916160000%
6761,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Knitted Cap,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.19%,3.82%,,,,,3.82%,4.99%,1916160000%
5604,Guy,Male,Mid,MaleMid,3,Frown,Knitted Cap,Vape,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,4.19%,2.72%,,,,,2.61%,3.17%,1916376000%
8990,Guy,Male,Mid,MaleMid,3,Peak Spike,Pipe,VR,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,3.17%,3.32%,,,,,3.03%,3.17%,1916376000%
5488,Guy,Male,Light,MaleLight,3,Mustache,Police Cap,Eye Patch,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,2.03%,4.61%,,,,,2.03%,3.17%,1916376000%
568,Guy,Male,Albino,MaleAlbino,2,Peak Spike,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.03%,3.32%,,,,,,3.03%,3.18%,1917382500%
713,Guy,Male,Dark,MaleDark,2,Peak Spike,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.03%,3.32%,,,,,,3.03%,3.18%,1917382500%
9969,Guy,Male,Light,MaleLight,2,Peak Spike,VR,(blank),(blank),(blank),(blank),(blank),60%,35.60%,3.03%,3.32%,,,,,,3.03%,3.18%,1917382500%
1317,Guy,Male,Dark,MaleDark,3,Normal Beard Black,Police Cap,Eye Patch,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,2.03%,4.61%,,,,,2.03%,3.18%,1918389000%
5003,Guy,Male,Mid,MaleMid,3,Frown,Headband,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,4.06%,2.86%,,,,,2.61%,3.18%,1918389000%
7600,Guy,Male,Light,MaleLight,3,Frown,Purple Hair,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,1.65%,5.27%,,,,,1.65%,3.18%,1918389000%
2494,Guy,Male,Light,MaleLight,3,Smile,Mohawk Dark,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,4.29%,2.86%,,,,,2.38%,3.18%,1918389000%
3025,Girl,Female,Dark,FemaleDark,3,Hot Lipstick,Knitted Cap,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.19%,3.84%,,,,,3.84%,5.00%,1918720000%
6512,Girl,Female,Mid,FemaleMid,3,Hot Lipstick,Knitted Cap,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.96%,4.19%,3.84%,,,,,3.84%,5.00%,1918720000%
9595,Girl,Female,Mid,FemaleMid,3,Purple Lipstick,Messy Hair,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.60%,3.84%,,,,,3.84%,5.00%,1918720000%
9014,Girl,Female,Dark,FemaleDark,4,Black Lipstick,Straight Hair,Cigarette,Green Eye Shadow,(blank),(blank),(blank),38%,14.20%,6.17%,1.51%,9.61%,2.71%,,,,1.51%,5.00%,1920000000%
3468,Girl,Female,Light,FemaleLight,4,Black Lipstick,Wild White Hair,Cigarette,3D Glasses,(blank),(blank),(blank),38%,14.20%,6.17%,1.36%,9.61%,2.86%,,,,1.36%,5.00%,1920000000%
4439,Girl,Female,Light,FemaleLight,3,Dark Hair,Cigarette,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,1.57%,9.61%,3.82%,,,,,1.57%,5.00%,1920000000%
1688,Girl,Female,Mid,FemaleMid,3,Purple Lipstick,Stringy Hair,Clown Eyes Green,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.63%,3.82%,,,,,3.82%,5.00%,1920000000%
8628,Guy,Male,Mid,MaleMid,2,Cap Forward,Clown Eyes Green,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.54%,3.82%,,,,,,2.54%,3.18%,1920402000%
9363,Guy,Male,Light,MaleLight,2,Cap Forward,Clown Eyes Green,(blank),(blank),(blank),(blank),(blank),60%,35.60%,2.54%,3.82%,,,,,,2.54%,3.18%,1920402000%
9580,Guy,Male,Dark,MaleDark,3,Silver Chain,Handlebars,Horned Rim Glasses,(blank),(blank),(blank),(blank),60%,45.01%,1.56%,2.63%,5.35%,,,,,1.56%,3.18%,1920402000%
3543,Guy,Male,Light,MaleLight,3,Hoodie,Pipe,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.59%,3.17%,3.78%,,,,,2.59%,3.18%,1920402000%
173,Girl,Female,Dark,FemaleDark,5,Hot Lipstick,Mole,Messy Hair,Pipe,Clown Eyes Blue,(blank),(blank),38%,1.66%,6.96%,6.44%,4.60%,3.17%,3.84%,,,3.17%,5.00%,1920768000%
9418,Guy,Male,Albino,MaleAlbino,3,Smile,Muttonchops,Crazy hair,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,3.03%,4.14%,,,,,2.38%,3.18%,1922415000%
2112,Guy,Male,Mid,MaleMid,3,Buck Teeth,Shadow Beard,Cap,(blank),(blank),(blank),(blank),60%,45.01%,0.78%,5.26%,3.51%,,,,,0.78%,3.18%,1922415000%
2767,Guy,Male,Mid,MaleMid,3,Rosy Cheeks,Do-rag,Regular Shades,(blank),(blank),(blank),(blank),60%,45.01%,1.28%,3.00%,5.27%,,,,,1.28%,3.18%,1922415000%
7328,Guy,Male,Light,MaleLight,3,Mustache,Purple Hair,Classic Shades,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,1.65%,5.02%,,,,,1.65%,3.18%,1922415000%
7947,Guy,Male,Light,MaleLight,3,Smile,Mustache,Mohawk Dark,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,2.88%,4.29%,,,,,2.38%,3.18%,1922415000%
7620,Guy,Male,Light,MaleLight,3,Cap,Vape,VR,(blank),(blank),(blank),(blank),60%,45.01%,3.51%,2.72%,3.32%,,,,,2.72%,3.18%,1922415000%
5967,Girl,Female,Light,FemaleLight,3,Purple Lipstick,Stringy Hair,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.63%,3.84%,,,,,3.84%,5.01%,1922560000%
6662,Girl,Female,Mid,FemaleMid,3,Purple Lipstick,Stringy Hair,Clown Eyes Blue,(blank),(blank),(blank),(blank),38%,45.01%,6.55%,4.63%,3.84%,,,,,3.84%,5.01%,1922560000%
3568,Guy,Male,Dark,MaleDark,2,Silver Chain,Bandana,(blank),(blank),(blank),(blank),(blank),60%,35.60%,1.56%,4.81%,,,,,,1.56%,3.19%,1923421500%
