"","epoch","slot","age","validatorSlashed","slashedBy","reason"
"1804","3246","103902","53 days 12 hrs ago","278","31770","Attestation rule offense"
"1805","3246","103902","53 days 12 hrs ago","20436","31770","Attestation rule offense"
"1806","3246","103902","53 days 12 hrs ago","26675","31770","Attestation rule offense"
"1807","3246","103902","53 days 12 hrs ago","960","31770","Attestation rule offense"
"1808","3246","103902","53 days 12 hrs ago","4733","31770","Attestation rule offense"
"1809","3246","103902","53 days 12 hrs ago","6875","31770","Attestation rule offense"
"1810","3246","103902","53 days 12 hrs ago","10307","31770","Attestation rule offense"
"1811","3246","103902","53 days 12 hrs ago","15462","31770","Attestation rule offense"
"1812","3246","103902","53 days 12 hrs ago","202","31770","Attestation rule offense"
"1813","3246","103902","53 days 12 hrs ago","19027","31770","Attestation rule offense"
"1814","3246","103902","53 days 12 hrs ago","26218","31770","Attestation rule offense"
"1815","3246","103902","53 days 12 hrs ago","768","31770","Attestation rule offense"
"1816","3246","103902","53 days 12 hrs ago","4491","31770","Attestation rule offense"
"1817","3246","103902","53 days 12 hrs ago","6329","31770","Attestation rule offense"
"1818","3246","103897","53 days 12 hrs ago","6966","247","Attestation rule offense"
"1819","3246","103891","53 days 12 hrs ago","6957","10575","Attestation rule offense"
"1820","3246","103888","53 days 12 hrs ago","6951","19728","Attestation rule offense"
"1821","3246","103881","53 days 12 hrs ago","6943","7698","Attestation rule offense"
"1822","3246","103881","53 days 12 hrs ago","6942","7698","Attestation rule offense"
"1823","3246","103876","53 days 12 hrs ago","6938","28499","Attestation rule offense"
"1824","3245","103870","53 days 12 hrs ago","6933","27485","Attestation rule offense"
"1825","3245","103870","53 days 12 hrs ago","6932","27485","Attestation rule offense"
"1826","3245","103869","53 days 12 hrs ago","6928","26816","Attestation rule offense"
"1827","3245","103863","53 days 12 hrs ago","6921","4740","Attestation rule offense"
"1828","3245","103850","53 days 12 hrs ago","6919","2602","Attestation rule offense"
"1829","3245","103840","53 days 12 hrs ago","6911","18189","Attestation rule offense"
"1830","3244","103837","53 days 12 hrs ago","23041","24054","Attestation rule offense"
"1831","3244","103827","53 days 12 hrs ago","6890","7682","Attestation rule offense"
"1832","3244","103814","53 days 13 hrs ago","11550","1701","Attestation rule offense"
"1833","3243","103804","53 days 13 hrs ago","6866","29965","Attestation rule offense"
"1834","3243","103804","53 days 13 hrs ago","6864","29965","Attestation rule offense"
"1835","3243","103787","53 days 13 hrs ago","23311","1523","Attestation rule offense"
"1836","3243","103786","53 days 13 hrs ago","25722","20804","Attestation rule offense"
"1837","3243","103782","53 days 13 hrs ago","6845","4772","Attestation rule offense"
"1838","3242","103769","53 days 13 hrs ago","6834","7313","Attestation rule offense"
"1839","3242","103764","53 days 13 hrs ago","6829","25640","Attestation rule offense"
"1840","3242","103758","53 days 13 hrs ago","926","7108","Attestation rule offense"
"1841","3242","103757","53 days 13 hrs ago","6816","14583","Attestation rule offense"
"1842","3242","103756","53 days 13 hrs ago","6815","12559","Attestation rule offense"
"1843","3241","103743","53 days 13 hrs ago","6805","18927","Attestation rule offense"
"1844","3241","103743","53 days 13 hrs ago","22495","18927","Attestation rule offense"
"1845","3241","103743","53 days 13 hrs ago","6802","18927","Attestation rule offense"
"1846","3241","103724","53 days 13 hrs ago","6783","24663","Attestation rule offense"
"1847","3241","103718","53 days 13 hrs ago","6776","16520","Attestation rule offense"
"1848","3240","103710","53 days 13 hrs ago","6725","822","Attestation rule offense"
"1849","3240","103708","53 days 13 hrs ago","6724","29522","Attestation rule offense"
"1850","3240","103706","53 days 13 hrs ago","6713","15950","Attestation rule offense"
"1851","3240","103701","53 days 13 hrs ago","6691","24428","Attestation rule offense"
"1852","3240","103698","53 days 13 hrs ago","4023","22671","Attestation rule offense"
"1853","3239","103679","53 days 13 hrs ago","5432","25043","Attestation rule offense"
"1854","3239","103668","53 days 13 hrs ago","5429","17788","Attestation rule offense"
"1855","3239","103651","53 days 13 hrs ago","3766","19712","Attestation rule offense"
"1856","3238","103644","53 days 13 hrs ago","5397","2887","Attestation rule offense"
"1857","3238","103641","53 days 13 hrs ago","5396","19307","Attestation rule offense"
"1858","3238","103640","53 days 13 hrs ago","5393","2305","Attestation rule offense"
"1859","3238","103638","53 days 13 hrs ago","23382","20511","Attestation rule offense"
"1860","3238","103638","53 days 13 hrs ago","23372","20511","Attestation rule offense"
"1861","3238","103638","53 days 13 hrs ago","22509","20511","Attestation rule offense"
"1862","3238","103632","53 days 13 hrs ago","15864","17651","Attestation rule offense"
"1863","3238","103632","53 days 13 hrs ago","5387","17651","Attestation rule offense"
"1864","3238","103627","53 days 13 hrs ago","5380","4638","Attestation rule offense"
"1865","3238","103627","53 days 13 hrs ago","5311","4638","Attestation rule offense"
"1866","3238","103625","53 days 13 hrs ago","14471","24901","Attestation rule offense"
"1867","3238","103625","53 days 13 hrs ago","6808","24901","Attestation rule offense"
"1868","3238","103625","53 days 13 hrs ago","5310","24901","Attestation rule offense"
"1869","3237","103608","53 days 13 hrs ago","4109","26469","Attestation rule offense"
"1870","3237","103598","53 days 13 hrs ago","4102","24775","Attestation rule offense"
"1871","3237","103593","53 days 13 hrs ago","4095","3018","Attestation rule offense"
"1872","3237","103590","53 days 13 hrs ago","4091","28385","Attestation rule offense"
"1873","3237","103584","53 days 13 hrs ago","4088","19147","Attestation rule offense"
"1874","3236","103580","53 days 13 hrs ago","4083","14673","Attestation rule offense"
"1875","3236","103579","53 days 13 hrs ago","4079","326","Attestation rule offense"
"1876","3236","103573","53 days 13 hrs ago","4074","28199","Attestation rule offense"
"1877","3236","103570","53 days 13 hrs ago","4069","25637","Attestation rule offense"
"1878","3236","103565","53 days 13 hrs ago","14460","31717","Attestation rule offense"
"1879","3236","103557","53 days 13 hrs ago","4053","4079","Attestation rule offense"
"1880","3235","103551","53 days 13 hrs ago","4052","30166","Attestation rule offense"
"1881","3235","103545","53 days 13 hrs ago","339","7585","Attestation rule offense"
"1882","3235","103544","53 days 13 hrs ago","4042","19544","Attestation rule offense"
"1883","3235","103541","53 days 13 hrs ago","6843","1036","Attestation rule offense"
"1884","3235","103529","53 days 13 hrs ago","4027","10664","Attestation rule offense"
"1885","3235","103523","53 days 13 hrs ago","6801","17589","Attestation rule offense"
"1886","3234","103518","53 days 14 hrs ago","4014","29133","Attestation rule offense"
"1887","3234","103518","53 days 14 hrs ago","4013","29133","Attestation rule offense"
"1888","3234","103511","53 days 14 hrs ago","4008","28336","Attestation rule offense"
"1889","3234","103503","53 days 14 hrs ago","4000","4410","Attestation rule offense"
"1890","3234","103497","53 days 14 hrs ago","3990","23240","Attestation rule offense"
"1891","3234","103496","53 days 14 hrs ago","3988","8063","Attestation rule offense"
"1892","3234","103490","53 days 14 hrs ago","3982","87","Attestation rule offense"
"1893","3234","103489","53 days 14 hrs ago","3981","19356","Attestation rule offense"
"1894","3233","103459","53 days 14 hrs ago","3950","24954","Attestation rule offense"
"1895","3233","103459","53 days 14 hrs ago","3724","24954","Attestation rule offense"
"1896","3233","103458","53 days 14 hrs ago","3946","21995","Attestation rule offense"
"1897","3233","103457","53 days 14 hrs ago","3947","30912","Attestation rule offense"
"1898","3232","103448","53 days 14 hrs ago","3932","928","Attestation rule offense"
"1899","3232","103446","53 days 14 hrs ago","3926","30054","Attestation rule offense"
"1900","3232","103435","53 days 14 hrs ago","3920","15627","Attestation rule offense"
"1901","3232","103433","53 days 14 hrs ago","11841","15073","Attestation rule offense"
"1902","3232","103433","53 days 14 hrs ago","3754","15073","Attestation rule offense"
"1903","3232","103433","53 days 14 hrs ago","2540","15073","Attestation rule offense"
"1904","3232","103433","53 days 14 hrs ago","2421","15073","Attestation rule offense"
"1905","3232","103433","53 days 14 hrs ago","2294","15073","Attestation rule offense"
"1906","3232","103433","53 days 14 hrs ago","2264","15073","Attestation rule offense"
"1907","3232","103431","53 days 14 hrs ago","16552","20503","Attestation rule offense"
"1908","3232","103431","53 days 14 hrs ago","11591","20503","Attestation rule offense"
"1909","3232","103429","53 days 14 hrs ago","25676","20577","Attestation rule offense"
"1910","3232","103429","53 days 14 hrs ago","11129","20577","Attestation rule offense"
"1911","3232","103429","53 days 14 hrs ago","11496","20577","Attestation rule offense"
"1912","3231","103423","53 days 14 hrs ago","3915","32746","Attestation rule offense"
"1913","3231","103421","53 days 14 hrs ago","3913","24892","Attestation rule offense"
"1914","3231","103416","53 days 14 hrs ago","3049","18547","Attestation rule offense"
"1915","3231","103409","53 days 14 hrs ago","3005","24437","Attestation rule offense"
"1916","3230","103382","53 days 14 hrs ago","2694","14803","Attestation rule offense"
"1917","3230","103374","53 days 14 hrs ago","2584","9401","Attestation rule offense"
"1918","3230","103364","53 days 14 hrs ago","2535","15908","Attestation rule offense"
"1919","3229","103354","53 days 14 hrs ago","2425","7138","Attestation rule offense"
"1920","3229","103346","53 days 14 hrs ago","2338","23435","Attestation rule offense"
"1921","3229","103346","53 days 14 hrs ago","2600","23435","Attestation rule offense"
"1922","3229","103346","53 days 14 hrs ago","2322","23435","Attestation rule offense"
"1923","3229","103342","53 days 14 hrs ago","2163","4657","Attestation rule offense"
"1924","3229","103337","53 days 14 hrs ago","633","26618","Attestation rule offense"
"1925","3229","103335","53 days 14 hrs ago","11759","10398","Attestation rule offense"
"1926","3229","103335","53 days 14 hrs ago","2890","10398","Attestation rule offense"
"1927","3229","103335","53 days 14 hrs ago","2834","10398","Attestation rule offense"
"1928","3229","103335","53 days 14 hrs ago","2344","10398","Attestation rule offense"
"1929","3229","103335","53 days 14 hrs ago","2339","10398","Attestation rule offense"
"1930","3229","103335","53 days 14 hrs ago","2225","10398","Attestation rule offense"
"1931","3229","103335","53 days 14 hrs ago","2219","10398","Attestation rule offense"
"1933","3229","103335","53 days 14 hrs ago","16671","10398","Attestation rule offense"
"1934","3229","103334","53 days 14 hrs ago","2217","20335","Attestation rule offense"
"1935","3228","103312","53 days 14 hrs ago","3903","30857","Attestation rule offense"
"1936","3228","103304","53 days 14 hrs ago","3216","23638","Attestation rule offense"
"1937","3228","103304","53 days 14 hrs ago","3891","23638","Attestation rule offense"
"1938","3228","103299","53 days 14 hrs ago","3855","16025","Attestation rule offense"
"1939","3227","103291","53 days 14 hrs ago","3823","12172","Attestation rule offense"
"1940","3227","103291","53 days 14 hrs ago","3789","12172","Attestation rule offense"
"1941","3227","103290","53 days 14 hrs ago","3779","15425","Attestation rule offense"
"1942","3227","103282","53 days 14 hrs ago","3639","19863","Attestation rule offense"
"1943","3227","103276","53 days 14 hrs ago","3380","15403","Attestation rule offense"
"1944","3227","103275","53 days 14 hrs ago","3104","8672","Attestation rule offense"
"1945","3227","103265","53 days 14 hrs ago","3367","24900","Attestation rule offense"
"1946","3227","103264","53 days 14 hrs ago","3747","17656","Attestation rule offense"
"1947","3226","103261","53 days 14 hrs ago","3758","26435","Attestation rule offense"
"1948","3226","103258","53 days 14 hrs ago","3645","30429","Attestation rule offense"
"1949","3226","103253","53 days 14 hrs ago","3482","30122","Attestation rule offense"
"1950","3220","103060","53 days 15 hrs ago","8685","10590","Attestation rule offense"
"1951","3103","99326","54 days 3 hrs ago","22550","10593","Attestation rule offense"
"1952","3084","98711","54 days 6 hrs ago","13261","31453","Proposer rule offense"
"1953","2925","93631","54 days 22 hrs ago","16648","6675","Attestation rule offense"
"1954","2920","93440","54 days 23 hrs ago","26521","15140","Attestation rule offense"
"1955","2858","91457","55 days 6 hrs ago","3358","23004","Attestation rule offense"
"1956","2851","91257","55 days 6 hrs ago","3355","23442","Attestation rule offense"
"1957","2822","90304","55 days 10 hrs ago","22517","31169","Attestation rule offense"
"1958","2820","90250","55 days 10 hrs ago","14469","14500","Attestation rule offense"
"1959","2818","90186","55 days 10 hrs ago","23414","6680","Attestation rule offense"
"1960","2803","89726","55 days 11 hrs ago","16648","26104","Attestation rule offense"
"1961","2803","89710","55 days 12 hrs ago","5381","11945","Attestation rule offense"
"1962","2801","89647","55 days 12 hrs ago","16648","4778","Attestation rule offense"
"1963","2800","89628","55 days 12 hrs ago","3337","23442","Attestation rule offense"
"1964","2798","89539","55 days 12 hrs ago","3341","5357","Attestation rule offense"
"1965","2794","89421","55 days 12 hrs ago","16648","15383","Attestation rule offense"
"1966","2794","89418","55 days 13 hrs ago","16648","13159","Attestation rule offense"
"1967","2794","89410","55 days 13 hrs ago","16648","30329","Attestation rule offense"
"1968","2793","89401","55 days 13 hrs ago","16648","7274","Attestation rule offense"
"1969","2790","89301","55 days 13 hrs ago","3715","26050","Attestation rule offense"
"1970","2732","87451","55 days 19 hrs ago","8211","21644","Attestation rule offense"
"1971","2725","87217","55 days 20 hrs ago","3329","21129","Attestation rule offense"
"1972","2687","86003","56 days 23 mins ago","3319","4889","Attestation rule offense"
"1973","2680","85769","56 days 1 hr ago","3310","18203","Attestation rule offense"
"1974","2654","84934","56 days 3 hrs ago","3309","23099","Attestation rule offense"
"1975","2651","84849","56 days 4 hrs ago","3958","19028","Attestation rule offense"
"1976","2645","84659","56 days 4 hrs ago","5399","11943","Attestation rule offense"
"1977","2630","84185","56 days 6 hrs ago","3300","18264","Attestation rule offense"
"1978","2626","84042","56 days 6 hrs ago","21925","20945","Attestation rule offense"
"1979","2626","84041","56 days 6 hrs ago","3296","19857","Attestation rule offense"
"1980","2626","84038","56 days 6 hrs ago","3293","23003","Attestation rule offense"
"1981","2609","83498","56 days 8 hrs ago","3283","28994","Attestation rule offense"
"1982","2594","83026","56 days 10 hrs ago","5399","21177","Attestation rule offense"
"1983","2583","82683","56 days 11 hrs ago","17014","11944","Attestation rule offense"
"1984","2578","82519","56 days 12 hrs ago","3270","26461","Attestation rule offense"
"1985","2578","82514","56 days 12 hrs ago","3690","26069","Attestation rule offense"
"1986","2576","82438","56 days 12 hrs ago","3686","26069","Attestation rule offense"
"1987","2574","82390","56 days 12 hrs ago","3508","15077","Attestation rule offense"
"1988","2527","80894","56 days 17 hrs ago","22420","20947","Attestation rule offense"
"1989","2457","78637","57 days 56 mins ago","3164","17982","Attestation rule offense"
"1990","2454","78550","57 days 1 hr ago","3172","17785","Attestation rule offense"
"1991","2453","78503","57 days 1 hr ago","3649","26198","Attestation rule offense"
"1992","2452","78481","57 days 1 hr ago","10836","20474","Attestation rule offense"
"1993","2452","78481","57 days 1 hr ago","6909","20474","Attestation rule offense"
"1994","2449","78376","57 days 1 hr ago","3156","28529","Attestation rule offense"
"1995","2448","78357","57 days 1 hr ago","3156","13509","Attestation rule offense"
"1996","2448","78339","57 days 1 hr ago","3154","18327","Attestation rule offense"
"1997","2447","78320","57 days 2 hrs ago","3154","28952","Attestation rule offense"
"1998","2446","78273","57 days 2 hrs ago","6931","26484","Attestation rule offense"
"1999","2446","78273","57 days 2 hrs ago","3151","26484","Attestation rule offense"
"2000","2445","78240","57 days 2 hrs ago","3149","21063","Attestation rule offense"
"2101","2443","78189","57 days 2 hrs ago","3143","9778","Attestation rule offense"
"2102","2443","78189","57 days 2 hrs ago","3142","9778","Attestation rule offense"
"2103","2441","78117","57 days 2 hrs ago","3341","20910","Attestation rule offense"
"2104","2434","77918","57 days 3 hrs ago","8211","15260","Attestation rule offense"
"2105","2434","77916","57 days 3 hrs ago","8211","5423","Attestation rule offense"
"2106","2434","77892","57 days 3 hrs ago","3642","24177","Attestation rule offense"
"2107","2433","77882","57 days 3 hrs ago","8211","9740","Attestation rule offense"
"2108","2430","77764","57 days 3 hrs ago","3497","25311","Attestation rule offense"
"2109","2430","77764","57 days 3 hrs ago","3365","25311","Attestation rule offense"
"2110","2429","77730","57 days 3 hrs ago","3156","20857","Attestation rule offense"
"2111","2428","77708","57 days 4 hrs ago","15480","18068","Attestation rule offense"
"2112","2425","77612","57 days 4 hrs ago","3154","20187","Attestation rule offense"
"2113","2423","77543","57 days 4 hrs ago","3107","17785","Attestation rule offense"
"2114","2423","77543","57 days 4 hrs ago","3106","17785","Attestation rule offense"
"2115","2422","77506","57 days 4 hrs ago","3637","26054","Attestation rule offense"
"2116","2421","77498","57 days 4 hrs ago","6931","28882","Attestation rule offense"
"2117","2421","77498","57 days 4 hrs ago","3151","28882","Attestation rule offense"
"2118","2419","77437","57 days 4 hrs ago","3212","13493","Attestation rule offense"
"2119","2414","77256","57 days 5 hrs ago","3094","27227","Attestation rule offense"
"2120","2414","77256","57 days 5 hrs ago","3093","27227","Attestation rule offense"
"2121","2411","77169","57 days 5 hrs ago","3128","29473","Attestation rule offense"
"2122","2406","77014","57 days 6 hrs ago","2881","15289","Attestation rule offense"
"2123","2399","76787","57 days 7 hrs ago","2956","24278","Attestation rule offense"
"2124","2395","76659","57 days 7 hrs ago","2891","4105","Attestation rule offense"
"2125","2393","76589","57 days 7 hrs ago","2857","20923","Attestation rule offense"
"2126","2393","76589","57 days 7 hrs ago","2853","20923","Attestation rule offense"
"2127","2374","75974","57 days 9 hrs ago","3160","3016","Attestation rule offense"
"2128","2373","75947","57 days 9 hrs ago","3137","1803","Attestation rule offense"
"2129","2369","75830","57 days 10 hrs ago","2550","20923","Attestation rule offense"
"2130","2368","75777","57 days 10 hrs ago","2759","3353","Attestation rule offense"
"2131","2364","75656","57 days 10 hrs ago","3128","2250","Attestation rule offense"
"2132","2364","75650","57 days 10 hrs ago","2496","26517","Attestation rule offense"
"2133","2362","75605","57 days 11 hrs ago","3121","2587","Attestation rule offense"
"2134","2362","75605","57 days 11 hrs ago","3117","2587","Attestation rule offense"
"2135","2361","75568","57 days 11 hrs ago","3110","2820","Attestation rule offense"
"2136","2361","75552","57 days 11 hrs ago","2483","25650","Attestation rule offense"
"2137","2360","75530","57 days 11 hrs ago","2633","29281","Attestation rule offense"
"2138","2356","75408","57 days 11 hrs ago","3102","2833","Attestation rule offense"
"2139","2351","75256","57 days 12 hrs ago","2616","29238","Attestation rule offense"
"2140","2350","75231","57 days 12 hrs ago","2514","27486","Attestation rule offense"
"2141","2347","75116","57 days 12 hrs ago","2633","2343","Attestation rule offense"
"2142","2343","74982","57 days 13 hrs ago","2223","26120","Attestation rule offense"
"2143","2343","74981","57 days 13 hrs ago","2432","21131","Attestation rule offense"
"2144","2343","74980","57 days 13 hrs ago","2616","3003","Attestation rule offense"
"2145","2336","74770","57 days 13 hrs ago","3034","6668","Attestation rule offense"
"2146","2336","74770","57 days 13 hrs ago","2161","6668","Attestation rule offense"
"2147","2336","74759","57 days 13 hrs ago","3034","2132","Attestation rule offense"
"2148","2336","74759","57 days 13 hrs ago","2161","2132","Attestation rule offense"
"2149","2336","74758","57 days 13 hrs ago","3034","29015","Attestation rule offense"
"2150","2336","74758","57 days 13 hrs ago","2161","29015","Attestation rule offense"
"2151","1949","62390","59 days 7 hrs ago","6545","19590","Attestation rule offense"
"2152","1049","33590","63 days 7 hrs ago","21771","13575","Proposer rule offense"
"2153","972","31134","63 days 15 hrs ago","21768","14116","Proposer rule offense"
"2154","918","29381","63 days 21 hrs ago","21770","7754","Proposer rule offense"
"2155","918","29377","63 days 21 hrs ago","21770","17023","Proposer rule offense"
"2156","530","16991","65 days 14 hrs ago","21769","16126","Proposer rule offense"
"2157","477","15292","65 days 20 hrs ago","21759","6460","Attestation rule offense"
"2158","39","1254","67 days 18 hrs ago","5116","5925","Attestation rule offense"
"2159","21","688","67 days 20 hrs ago","5212","2073","Attestation rule offense"
"2160","4","139","67 days 22 hrs ago","2329","2185","Proposer rule offense"
