"","epoch","slot","age","validatorSlashed","slashedBy","reason"
"385","3743","119790","51 days 7 hrs ago","2779","29233","Attestation rule offense"
"386","3743","119790","51 days 7 hrs ago","2370","29233","Attestation rule offense"
"387","3743","119790","51 days 7 hrs ago","2354","29233","Attestation rule offense"
"388","3743","119789","51 days 7 hrs ago","2326","28152","Attestation rule offense"
"389","3743","119789","51 days 7 hrs ago","2190","28152","Attestation rule offense"
"390","3743","119789","51 days 7 hrs ago","2678","28152","Attestation rule offense"
"391","3743","119786","51 days 7 hrs ago","2092","26861","Attestation rule offense"
"392","3743","119786","51 days 7 hrs ago","2489","26861","Attestation rule offense"
"393","3743","119786","51 days 7 hrs ago","2321","26861","Attestation rule offense"
"394","3743","119786","51 days 7 hrs ago","2280","26861","Attestation rule offense"
"395","3743","119786","51 days 7 hrs ago","2120","26861","Attestation rule offense"
"396","3743","119786","51 days 7 hrs ago","2732","26861","Attestation rule offense"
"397","3743","119786","51 days 7 hrs ago","2534","26861","Attestation rule offense"
"398","3743","119785","51 days 7 hrs ago","2151","29619","Attestation rule offense"
"399","3743","119785","51 days 7 hrs ago","2830","29619","Attestation rule offense"
"400","3743","119785","51 days 7 hrs ago","2134","29619","Attestation rule offense"
"401","3743","119783","51 days 7 hrs ago","2843","23419","Attestation rule offense"
"402","3743","119783","51 days 7 hrs ago","2854","23419","Attestation rule offense"
"403","3743","119782","51 days 7 hrs ago","2280","30430","Attestation rule offense"
"404","3743","119782","51 days 7 hrs ago","2120","30430","Attestation rule offense"
"405","3743","119782","51 days 7 hrs ago","2732","30430","Attestation rule offense"
"406","3743","119782","51 days 7 hrs ago","2534","30430","Attestation rule offense"
"407","3743","119782","51 days 7 hrs ago","2092","30430","Attestation rule offense"
"408","3743","119782","51 days 7 hrs ago","2489","30430","Attestation rule offense"
"409","3743","119782","51 days 7 hrs ago","2321","30430","Attestation rule offense"
"410","3710","118733","51 days 11 hrs ago","21521","21017","Attestation rule offense"
"411","3684","117888","51 days 14 hrs ago","16986","10681","Attestation rule offense"
"412","3669","117432","51 days 15 hrs ago","23097","10707","Attestation rule offense"
"413","3660","117122","51 days 16 hrs ago","23166","10759","Attestation rule offense"
"414","3660","117122","51 days 16 hrs ago","23216","10759","Attestation rule offense"
"415","3655","116967","51 days 17 hrs ago","2191","28034","Attestation rule offense"
"416","3655","116967","51 days 17 hrs ago","2961","28034","Attestation rule offense"
"417","3655","116967","51 days 17 hrs ago","2617","28034","Attestation rule offense"
"418","3655","116967","51 days 17 hrs ago","2263","28034","Attestation rule offense"
"419","3655","116967","51 days 17 hrs ago","3038","28034","Attestation rule offense"
"420","3655","116967","51 days 17 hrs ago","2740","28034","Attestation rule offense"
"421","3655","116967","51 days 17 hrs ago","2533","28034","Attestation rule offense"
"422","3655","116967","51 days 17 hrs ago","2201","28034","Attestation rule offense"
"423","3655","116964","51 days 17 hrs ago","2842","31234","Attestation rule offense"
"424","3655","116964","51 days 17 hrs ago","2814","31234","Attestation rule offense"
"425","3655","116964","51 days 17 hrs ago","2932","31234","Attestation rule offense"
"426","3655","116964","51 days 17 hrs ago","2318","31234","Attestation rule offense"
"427","3655","116964","51 days 17 hrs ago","2453","31234","Attestation rule offense"
"428","3655","116964","51 days 17 hrs ago","2299","31234","Attestation rule offense"
"429","3655","116964","51 days 17 hrs ago","2416","31234","Attestation rule offense"
"430","3655","116964","51 days 17 hrs ago","2089","31234","Attestation rule offense"
"431","3655","116964","51 days 17 hrs ago","2305","31234","Attestation rule offense"
"432","3655","116964","51 days 17 hrs ago","2065","31234","Attestation rule offense"
"433","3655","116964","51 days 17 hrs ago","2235","31234","Attestation rule offense"
"434","3655","116964","51 days 17 hrs ago","2182","31234","Attestation rule offense"
"435","3655","116964","51 days 17 hrs ago","2998","31234","Attestation rule offense"
"436","3655","116962","51 days 17 hrs ago","14652","10736","Attestation rule offense"
"437","3644","116634","51 days 18 hrs ago","14917","15783","Attestation rule offense"
"438","3641","116527","51 days 18 hrs ago","3337","10703","Attestation rule offense"
"439","3634","116318","51 days 19 hrs ago","26584","22761","Attestation rule offense"
"440","3634","116318","51 days 19 hrs ago","16430","22761","Attestation rule offense"
"441","3599","115183","51 days 23 hrs ago","13207","15148","Attestation rule offense"
"442","3576","114445","52 days 1 hr ago","21255","10677","Attestation rule offense"
"443","3530","112966","52 days 6 hrs ago","28548","28171","Attestation rule offense"
"444","3530","112966","52 days 6 hrs ago","16072","28171","Attestation rule offense"
"445","3530","112965","52 days 6 hrs ago","28401","4503","Attestation rule offense"
"446","3530","112965","52 days 6 hrs ago","11703","4503","Attestation rule offense"
"447","3530","112965","52 days 6 hrs ago","11709","4503","Attestation rule offense"
"448","3473","111164","52 days 12 hrs ago","17009","31709","Attestation rule offense"
"449","3473","111151","52 days 12 hrs ago","13747","15143","Attestation rule offense"
"450","3454","110531","52 days 14 hrs ago","16491","10587","Attestation rule offense"
"451","3454","110531","52 days 14 hrs ago","26522","10587","Attestation rule offense"
"452","3395","108646","52 days 20 hrs ago","30889","20547","Attestation rule offense"
"453","3368","107798","52 days 23 hrs ago","29136","28976","Attestation rule offense"
"454","3366","107726","52 days 23 hrs ago","29040","1347","Attestation rule offense"
"455","3366","107718","53 days ago","3790","20292","Attestation rule offense"
"456","3365","107711","53 days 1 min ago","22498","2051","Attestation rule offense"
"457","3362","107613","53 days 21 mins ago","3171","1124","Attestation rule offense"
"458","3362","107606","53 days 22 mins ago","29031","28953","Attestation rule offense"
"459","3362","107597","53 days 24 mins ago","11135","24603","Attestation rule offense"
"460","3362","107597","53 days 24 mins ago","16601","24603","Attestation rule offense"
"461","3362","107597","53 days 24 mins ago","19438","24603","Attestation rule offense"
"462","3362","107597","53 days 24 mins ago","23198","24603","Attestation rule offense"
"463","3362","107597","53 days 24 mins ago","28286","24603","Attestation rule offense"
"464","3362","107597","53 days 24 mins ago","3216","24603","Attestation rule offense"
"465","3362","107597","53 days 24 mins ago","8322","24603","Attestation rule offense"
"466","3362","107597","53 days 24 mins ago","11063","24603","Attestation rule offense"
"467","3362","107597","53 days 24 mins ago","14739","24603","Attestation rule offense"
"468","3362","107597","53 days 24 mins ago","19243","24603","Attestation rule offense"
"469","3362","107597","53 days 24 mins ago","22346","24603","Attestation rule offense"
"470","3362","107597","53 days 24 mins ago","28114","24603","Attestation rule offense"
"471","3362","107597","53 days 24 mins ago","8172","24603","Attestation rule offense"
"472","3362","107597","53 days 24 mins ago","10647","24603","Attestation rule offense"
"473","3362","107597","53 days 24 mins ago","14479","24603","Attestation rule offense"
"474","3362","107597","53 days 24 mins ago","18853","24603","Attestation rule offense"
"475","3362","107597","53 days 24 mins ago","21090","24603","Attestation rule offense"
"476","3362","107597","53 days 24 mins ago","27241","24603","Attestation rule offense"
"477","3362","107597","53 days 24 mins ago","6974","24603","Attestation rule offense"
"478","3362","107597","53 days 24 mins ago","10521","24603","Attestation rule offense"
"479","3362","107597","53 days 24 mins ago","11760","24603","Attestation rule offense"
"480","3362","107597","53 days 24 mins ago","17769","24603","Attestation rule offense"
"481","3362","107597","53 days 24 mins ago","20923","24603","Attestation rule offense"
"482","3362","107597","53 days 24 mins ago","27004","24603","Attestation rule offense"
"483","3362","107597","53 days 24 mins ago","6910","24603","Attestation rule offense"
"484","3362","107597","53 days 24 mins ago","10424","24603","Attestation rule offense"
"485","3362","107597","53 days 24 mins ago","11476","24603","Attestation rule offense"
"486","3362","107597","53 days 24 mins ago","17658","24603","Attestation rule offense"
"487","3362","107597","53 days 24 mins ago","20219","24603","Attestation rule offense"
"488","3362","107597","53 days 24 mins ago","25362","24603","Attestation rule offense"
"489","3362","107597","53 days 24 mins ago","6722","24603","Attestation rule offense"
"490","3362","107597","53 days 24 mins ago","29012","24603","Attestation rule offense"
"491","3362","107597","53 days 24 mins ago","9991","24603","Attestation rule offense"
"492","3362","107597","53 days 24 mins ago","11356","24603","Attestation rule offense"
"493","3362","107597","53 days 24 mins ago","16935","24603","Attestation rule offense"
"494","3362","107597","53 days 24 mins ago","20185","24603","Attestation rule offense"
"495","3362","107597","53 days 24 mins ago","24222","24603","Attestation rule offense"
"496","3362","107597","53 days 24 mins ago","3891","24603","Attestation rule offense"
"497","3362","107597","53 days 24 mins ago","29010","24603","Attestation rule offense"
"498","3362","107597","53 days 24 mins ago","11333","24603","Attestation rule offense"
"499","3362","107597","53 days 24 mins ago","16815","24603","Attestation rule offense"
"500","3362","107597","53 days 24 mins ago","19756","24603","Attestation rule offense"
"601","3362","107597","53 days 24 mins ago","23817","24603","Attestation rule offense"
"602","3362","107597","53 days 24 mins ago","3713","24603","Attestation rule offense"
"603","3362","107597","53 days 24 mins ago","9707","24603","Attestation rule offense"
"604","3362","107597","53 days 24 mins ago","11308","24603","Attestation rule offense"
"605","3362","107597","53 days 24 mins ago","16672","24603","Attestation rule offense"
"606","3362","107597","53 days 24 mins ago","19486","24603","Attestation rule offense"
"607","3362","107597","53 days 24 mins ago","23764","24603","Attestation rule offense"
"608","3362","107597","53 days 24 mins ago","3229","24603","Attestation rule offense"
"609","3362","107597","53 days 24 mins ago","8645","24603","Attestation rule offense"
"610","3362","107593","53 days 25 mins ago","29004","25900","Attestation rule offense"
"611","3361","107555","53 days 32 mins ago","28788","15542","Attestation rule offense"
"612","3361","107555","53 days 32 mins ago","28783","15542","Attestation rule offense"
"613","3360","107545","53 days 34 mins ago","28766","2404","Attestation rule offense"
"614","3359","107516","53 days 40 mins ago","28798","1323","Attestation rule offense"
"615","3359","107514","53 days 41 mins ago","27481","26334","Attestation rule offense"
"616","3359","107512","53 days 41 mins ago","28722","24345","Attestation rule offense"
"617","3359","107510","53 days 41 mins ago","28720","659","Attestation rule offense"
"618","3359","107506","53 days 42 mins ago","6897","29128","Attestation rule offense"
"619","3359","107505","53 days 42 mins ago","28715","28599","Attestation rule offense"
"620","3359","107505","53 days 42 mins ago","28601","28599","Attestation rule offense"
"621","3359","107500","53 days 43 mins ago","27478","7748","Attestation rule offense"
"622","3358","107483","53 days 47 mins ago","26319","7595","Attestation rule offense"
"623","3358","107476","53 days 48 mins ago","25970","16036","Attestation rule offense"
"624","3358","107464","53 days 51 mins ago","25952","383","Attestation rule offense"
"625","3357","107446","53 days 54 mins ago","25927","24732","Attestation rule offense"
"626","3357","107426","53 days 58 mins ago","25920","29421","Attestation rule offense"
"627","3356","107409","53 days 1 hr ago","25904","2267","Attestation rule offense"
"628","3356","107408","53 days 1 hr ago","25899","11762","Attestation rule offense"
"629","3356","107408","53 days 1 hr ago","25898","11762","Attestation rule offense"
"630","3356","107401","53 days 1 hr ago","19995","14570","Attestation rule offense"
"631","3356","107392","53 days 1 hr ago","25882","2094","Attestation rule offense"
"632","3355","107386","53 days 1 hr ago","25880","2275","Attestation rule offense"
"633","3355","107382","53 days 1 hr ago","25876","19195","Attestation rule offense"
"634","3355","107380","53 days 1 hr ago","25872","27455","Attestation rule offense"
"635","3355","107374","53 days 1 hr ago","25869","13186","Attestation rule offense"
"636","3355","107371","53 days 1 hr ago","11238","2743","Attestation rule offense"
"637","3355","107371","53 days 1 hr ago","25864","2743","Attestation rule offense"
"638","3355","107364","53 days 1 hr ago","25777","23864","Attestation rule offense"
"639","3354","107358","53 days 1 hr ago","25767","8114","Attestation rule offense"
"640","3354","107356","53 days 1 hr ago","29134","20147","Attestation rule offense"
"641","3354","107348","53 days 1 hr ago","28984","20262","Attestation rule offense"
"642","3354","107346","53 days 1 hr ago","25756","28657","Attestation rule offense"
"643","3354","107331","53 days 1 hr ago","25694","2382","Attestation rule offense"
"644","3353","107323","53 days 1 hr ago","25216","104","Attestation rule offense"
"645","3353","107323","53 days 1 hr ago","4000","104","Attestation rule offense"
"646","3353","107323","53 days 1 hr ago","8613","104","Attestation rule offense"
"647","3353","107323","53 days 1 hr ago","13593","104","Attestation rule offense"
"648","3353","107323","53 days 1 hr ago","16744","104","Attestation rule offense"
"649","3353","107323","53 days 1 hr ago","18212","104","Attestation rule offense"
"650","3353","107323","53 days 1 hr ago","257","104","Attestation rule offense"
"651","3353","107323","53 days 1 hr ago","7439","104","Attestation rule offense"
"652","3353","107323","53 days 1 hr ago","13589","104","Attestation rule offense"
"653","3353","107323","53 days 1 hr ago","16649","104","Attestation rule offense"
"654","3353","107323","53 days 1 hr ago","17427","104","Attestation rule offense"
"655","3353","107323","53 days 1 hr ago","116","104","Attestation rule offense"
"656","3353","107323","53 days 1 hr ago","24429","104","Attestation rule offense"
"657","3353","107323","53 days 1 hr ago","3731","104","Attestation rule offense"
"658","3353","107323","53 days 1 hr ago","28796","104","Attestation rule offense"
"659","3353","107323","53 days 1 hr ago","7129","104","Attestation rule offense"
"660","3353","107323","53 days 1 hr ago","13534","104","Attestation rule offense"
"661","3353","107323","53 days 1 hr ago","16164","104","Attestation rule offense"
"662","3353","107323","53 days 1 hr ago","17382","104","Attestation rule offense"
"663","3353","107323","53 days 1 hr ago","24403","104","Attestation rule offense"
"664","3353","107323","53 days 1 hr ago","3366","104","Attestation rule offense"
"665","3353","107323","53 days 1 hr ago","28695","104","Attestation rule offense"
"666","3353","107323","53 days 1 hr ago","6929","104","Attestation rule offense"
"667","3353","107323","53 days 1 hr ago","11570","104","Attestation rule offense"
"668","3353","107323","53 days 1 hr ago","15736","104","Attestation rule offense"
"669","3353","107323","53 days 1 hr ago","23012","104","Attestation rule offense"
"670","3353","107323","53 days 1 hr ago","3255","104","Attestation rule offense"
"671","3353","107323","53 days 1 hr ago","26728","104","Attestation rule offense"
"672","3353","107323","53 days 1 hr ago","4647","104","Attestation rule offense"
"673","3353","107323","53 days 1 hr ago","11449","104","Attestation rule offense"
"674","3353","107323","53 days 1 hr ago","15578","104","Attestation rule offense"
"675","3353","107323","53 days 1 hr ago","22649","104","Attestation rule offense"
"676","3353","107323","53 days 1 hr ago","844","104","Attestation rule offense"
"677","3353","107323","53 days 1 hr ago","26430","104","Attestation rule offense"
"678","3353","107323","53 days 1 hr ago","4461","104","Attestation rule offense"
"679","3353","107323","53 days 1 hr ago","10924","104","Attestation rule offense"
"680","3353","107323","53 days 1 hr ago","15484","104","Attestation rule offense"
"681","3353","107323","53 days 1 hr ago","22265","104","Attestation rule offense"
"682","3353","107323","53 days 1 hr ago","789","104","Attestation rule offense"
"683","3353","107323","53 days 1 hr ago","25713","104","Attestation rule offense"
"684","3353","107323","53 days 1 hr ago","4439","104","Attestation rule offense"
"685","3353","107323","53 days 1 hr ago","9408","104","Attestation rule offense"
"686","3353","107323","53 days 1 hr ago","14887","104","Attestation rule offense"
"687","3353","107323","53 days 1 hr ago","21818","104","Attestation rule offense"
"688","3353","107323","53 days 1 hr ago","486","104","Attestation rule offense"
"689","3353","107323","53 days 1 hr ago","25711","104","Attestation rule offense"
"690","3353","107323","53 days 1 hr ago","4053","104","Attestation rule offense"
"691","3353","107323","53 days 1 hr ago","9384","104","Attestation rule offense"
"692","3353","107323","53 days 1 hr ago","14491","104","Attestation rule offense"
"693","3353","107323","53 days 1 hr ago","19879","104","Attestation rule offense"
"694","3353","107323","53 days 1 hr ago","453","104","Attestation rule offense"
"695","3353","107301","53 days 1 hr ago","25685","2141","Attestation rule offense"
"696","3352","107294","53 days 1 hr ago","24211","14561","Attestation rule offense"
"697","3352","107285","53 days 1 hr ago","23415","7604","Attestation rule offense"
"698","3352","107284","53 days 1 hr ago","23413","24861","Attestation rule offense"
"699","3352","107280","53 days 1 hr ago","23402","24818","Attestation rule offense"
"700","3352","107268","53 days 1 hr ago","15949","14986","Attestation rule offense"
"701","3352","107264","53 days 1 hr ago","23376","819","Attestation rule offense"
"702","3351","107255","53 days 1 hr ago","23362","17899","Attestation rule offense"
"703","3351","107246","53 days 1 hr ago","23345","23732","Attestation rule offense"
"704","3351","107246","53 days 1 hr ago","3977","23732","Attestation rule offense"
"705","3351","107244","53 days 1 hr ago","22393","31380","Attestation rule offense"
"706","3351","107242","53 days 1 hr ago","23333","19409","Attestation rule offense"
"707","3351","107236","53 days 1 hr ago","23324","23978","Attestation rule offense"
"708","3351","107234","53 days 1 hr ago","3562","7545","Attestation rule offense"
"709","3351","107234","53 days 1 hr ago","23315","7545","Attestation rule offense"
"710","3350","107227","53 days 1 hr ago","29059","1226","Attestation rule offense"
"711","3350","107219","53 days 1 hr ago","22949","29157","Attestation rule offense"
"712","3350","107207","53 days 1 hr ago","25887","14627","Attestation rule offense"
"713","3350","107203","53 days 1 hr ago","22573","23649","Attestation rule offense"
"714","3349","107171","53 days 1 hr ago","22529","32335","Attestation rule offense"
"715","3349","107171","53 days 1 hr ago","22528","32335","Attestation rule offense"
"716","3348","107164","53 days 1 hr ago","28717","20684","Attestation rule offense"
"717","3348","107163","53 days 1 hr ago","22350","23130","Attestation rule offense"
"718","3348","107154","53 days 1 hr ago","22507","2444","Attestation rule offense"
"719","3348","107143","53 days 1 hr ago","29017","16940","Attestation rule offense"
"720","3348","107136","53 days 1 hr ago","23345","120","Attestation rule offense"
"721","3348","107136","53 days 1 hr ago","22468","120","Attestation rule offense"
"722","3347","107133","53 days 1 hr ago","22449","24893","Attestation rule offense"
"723","3347","107133","53 days 1 hr ago","22448","24893","Attestation rule offense"
"724","3347","107121","53 days 1 hr ago","10017","2569","Attestation rule offense"
"725","3347","107117","53 days 2 hrs ago","10461","1635","Attestation rule offense"
"726","3347","107116","53 days 2 hrs ago","22397","27001","Attestation rule offense"
"727","3347","107107","53 days 2 hrs ago","22373","2849","Attestation rule offense"
"728","3347","107107","53 days 2 hrs ago","22224","2849","Attestation rule offense"
"729","3347","107107","53 days 2 hrs ago","22370","2849","Attestation rule offense"
"730","3346","107098","53 days 2 hrs ago","22362","18966","Attestation rule offense"
"731","3346","107092","53 days 2 hrs ago","22349","16033","Attestation rule offense"
"732","3346","107089","53 days 2 hrs ago","23354","1755","Attestation rule offense"
"733","3346","107089","53 days 2 hrs ago","22532","1755","Attestation rule offense"
"734","3346","107078","53 days 2 hrs ago","22311","24437","Attestation rule offense"
"735","3345","107071","53 days 2 hrs ago","22301","2737","Attestation rule offense"
"736","3345","107070","53 days 2 hrs ago","22299","13523","Attestation rule offense"
"737","3345","107051","53 days 2 hrs ago","22280","23954","Attestation rule offense"
"738","3345","107044","53 days 2 hrs ago","22279","24932","Attestation rule offense"
"739","3345","107044","53 days 2 hrs ago","22130","24932","Attestation rule offense"
"740","3345","107041","53 days 2 hrs ago","22276","970","Attestation rule offense"
"741","3344","107033","53 days 2 hrs ago","22272","17737","Attestation rule offense"
"742","3344","107028","53 days 2 hrs ago","23314","1134","Attestation rule offense"
"743","3344","107024","53 days 2 hrs ago","16439","31709","Attestation rule offense"
"744","3344","107023","53 days 2 hrs ago","22269","24888","Attestation rule offense"
"745","3344","107022","53 days 2 hrs ago","22267","2375","Attestation rule offense"
"746","3343","107004","53 days 2 hrs ago","11524","29264","Attestation rule offense"
"747","3343","107004","53 days 2 hrs ago","9800","29264","Attestation rule offense"
"748","3343","107004","53 days 2 hrs ago","22238","29264","Attestation rule offense"
"749","3343","107004","53 days 2 hrs ago","3176","29264","Attestation rule offense"
"750","3343","106999","53 days 2 hrs ago","25905","10979","Attestation rule offense"
"751","3343","106998","53 days 2 hrs ago","22235","14906","Attestation rule offense"
"752","3343","106990","53 days 2 hrs ago","10460","10132","Attestation rule offense"
"753","3343","106977","53 days 2 hrs ago","22216","32256","Attestation rule offense"
"754","3342","106969","53 days 2 hrs ago","22213","654","Attestation rule offense"
"755","3342","106968","53 days 2 hrs ago","22142","28824","Attestation rule offense"
"756","3342","106966","53 days 2 hrs ago","3263","14542","Attestation rule offense"
"757","3342","106964","53 days 2 hrs ago","25939","10721","Attestation rule offense"
"758","3342","106961","53 days 2 hrs ago","22130","14881","Attestation rule offense"
"759","3342","106948","53 days 2 hrs ago","22101","27411","Attestation rule offense"
"760","3341","106942","53 days 2 hrs ago","21962","804","Attestation rule offense"
"761","3341","106939","53 days 2 hrs ago","22308","4843","Attestation rule offense"
"762","3341","106934","53 days 2 hrs ago","25749","1632","Attestation rule offense"
"763","3341","106929","53 days 2 hrs ago","25682","1997","Attestation rule offense"
"764","3341","106925","53 days 2 hrs ago","21133","2194","Attestation rule offense"
"765","3341","106918","53 days 2 hrs ago","21107","11845","Attestation rule offense"
"766","3341","106914","53 days 2 hrs ago","21101","23480","Attestation rule offense"
"767","3340","106908","53 days 2 hrs ago","21102","28884","Attestation rule offense"
"768","3340","106907","53 days 2 hrs ago","4702","1387","Attestation rule offense"
"769","3340","106907","53 days 2 hrs ago","10436","1387","Attestation rule offense"
"770","3340","106907","53 days 2 hrs ago","16590","1387","Attestation rule offense"
"771","3340","106907","53 days 2 hrs ago","23305","1387","Attestation rule offense"
"772","3340","106907","53 days 2 hrs ago","29063","1387","Attestation rule offense"
"773","3340","106907","53 days 2 hrs ago","4676","1387","Attestation rule offense"
"774","3340","106907","53 days 2 hrs ago","10307","1387","Attestation rule offense"
"775","3340","106907","53 days 2 hrs ago","15083","1387","Attestation rule offense"
"776","3340","106907","53 days 2 hrs ago","23277","1387","Attestation rule offense"
"777","3340","106907","53 days 2 hrs ago","29037","1387","Attestation rule offense"
"778","3340","106907","53 days 2 hrs ago","4100","1387","Attestation rule offense"
"779","3340","106907","53 days 2 hrs ago","9978","1387","Attestation rule offense"
"780","3340","106907","53 days 2 hrs ago","13297","1387","Attestation rule offense"
"781","3340","106907","53 days 2 hrs ago","20198","1387","Attestation rule offense"
"782","3340","106907","53 days 2 hrs ago","28569","1387","Attestation rule offense"
"783","3340","106907","53 days 2 hrs ago","3466","1387","Attestation rule offense"
"784","3340","106907","53 days 2 hrs ago","9863","1387","Attestation rule offense"
"785","3340","106907","53 days 2 hrs ago","12048","1387","Attestation rule offense"
"786","3340","106907","53 days 2 hrs ago","19897","1387","Attestation rule offense"
"787","3340","106907","53 days 2 hrs ago","25906","1387","Attestation rule offense"
"788","3340","106907","53 days 2 hrs ago","3429","1387","Attestation rule offense"
"789","3340","106907","53 days 2 hrs ago","9807","1387","Attestation rule offense"
"790","3340","106907","53 days 2 hrs ago","11568","1387","Attestation rule offense"
"791","3340","106907","53 days 2 hrs ago","19214","1387","Attestation rule offense"
"792","3340","106907","53 days 2 hrs ago","25562","1387","Attestation rule offense"
"793","3340","106907","53 days 2 hrs ago","3401","1387","Attestation rule offense"
"794","3340","106907","53 days 2 hrs ago","9322","1387","Attestation rule offense"
"795","3340","106907","53 days 2 hrs ago","11119","1387","Attestation rule offense"
"796","3340","106907","53 days 2 hrs ago","18932","1387","Attestation rule offense"
"797","3340","106907","53 days 2 hrs ago","23383","1387","Attestation rule offense"
"798","3340","106907","53 days 2 hrs ago","8287","1387","Attestation rule offense"
"799","3340","106907","53 days 2 hrs ago","10806","1387","Attestation rule offense"
"800","3340","106907","53 days 2 hrs ago","17941","1387","Attestation rule offense"
"801","3340","106907","53 days 2 hrs ago","23347","1387","Attestation rule offense"
"802","3340","106907","53 days 2 hrs ago","6841","1387","Attestation rule offense"
"803","3340","106907","53 days 2 hrs ago","10630","1387","Attestation rule offense"
"804","3340","106907","53 days 2 hrs ago","17700","1387","Attestation rule offense"
"805","3340","106907","53 days 2 hrs ago","23313","1387","Attestation rule offense"
"806","3340","106903","53 days 2 hrs ago","21093","15795","Attestation rule offense"
"807","3340","106886","53 days 2 hrs ago","20348","2937","Attestation rule offense"
"808","3339","106874","53 days 2 hrs ago","19482","23827","Attestation rule offense"
"809","3339","106874","53 days 2 hrs ago","19456","23827","Attestation rule offense"
"810","3339","106868","53 days 2 hrs ago","18935","2729","Attestation rule offense"
"811","3339","106856","53 days 2 hrs ago","18226","17962","Attestation rule offense"
"812","3339","106852","53 days 2 hrs ago","21870","10507","Attestation rule offense"
"813","3338","106847","53 days 2 hrs ago","18200","24031","Attestation rule offense"
"814","3338","106832","53 days 2 hrs ago","18210","7365","Attestation rule offense"
"815","3338","106825","53 days 2 hrs ago","18193","14607","Attestation rule offense"
"816","3338","106825","53 days 2 hrs ago","10291","14607","Attestation rule offense"
"817","3338","106819","53 days 3 hrs ago","18208","20457","Attestation rule offense"
"818","3338","106818","53 days 3 hrs ago","18186","26660","Attestation rule offense"
"819","3337","106813","53 days 3 hrs ago","5396","26464","Attestation rule offense"
"820","3337","106813","53 days 3 hrs ago","17553","26464","Attestation rule offense"
"821","3337","106813","53 days 3 hrs ago","19626","26464","Attestation rule offense"
"822","3337","106813","53 days 3 hrs ago","23968","26464","Attestation rule offense"
"823","3337","106813","53 days 3 hrs ago","5329","26464","Attestation rule offense"
"824","3337","106813","53 days 3 hrs ago","14571","26464","Attestation rule offense"
"825","3337","106813","53 days 3 hrs ago","19332","26464","Attestation rule offense"
"826","3337","106813","53 days 3 hrs ago","23919","26464","Attestation rule offense"
"827","3337","106813","53 days 3 hrs ago","4088","26464","Attestation rule offense"
"828","3337","106813","53 days 3 hrs ago","11528","26464","Attestation rule offense"
"829","3337","106813","53 days 3 hrs ago","19327","26464","Attestation rule offense"
"830","3337","106813","53 days 3 hrs ago","23820","26464","Attestation rule offense"
"831","3337","106813","53 days 3 hrs ago","29013","26464","Attestation rule offense"
"832","3337","106813","53 days 3 hrs ago","3880","26464","Attestation rule offense"
"833","3337","106813","53 days 3 hrs ago","11498","26464","Attestation rule offense"
"834","3337","106813","53 days 3 hrs ago","19053","26464","Attestation rule offense"
"835","3337","106813","53 days 3 hrs ago","22532","26464","Attestation rule offense"
"836","3337","106813","53 days 3 hrs ago","28218","26464","Attestation rule offense"
"837","3337","106813","53 days 3 hrs ago","11472","26464","Attestation rule offense"
"838","3337","106813","53 days 3 hrs ago","18370","26464","Attestation rule offense"
"839","3337","106813","53 days 3 hrs ago","22428","26464","Attestation rule offense"
"840","3337","106813","53 days 3 hrs ago","27918","26464","Attestation rule offense"
"841","3337","106813","53 days 3 hrs ago","10161","26464","Attestation rule offense"
"842","3337","106813","53 days 3 hrs ago","18183","26464","Attestation rule offense"
"843","3337","106813","53 days 3 hrs ago","22222","26464","Attestation rule offense"
"844","3337","106813","53 days 3 hrs ago","27092","26464","Attestation rule offense"
"845","3337","106813","53 days 3 hrs ago","6840","26464","Attestation rule offense"
"846","3337","106813","53 days 3 hrs ago","18175","26464","Attestation rule offense"
"847","3337","106813","53 days 3 hrs ago","22040","26464","Attestation rule offense"
"848","3337","106813","53 days 3 hrs ago","26157","26464","Attestation rule offense"
"849","3337","106813","53 days 3 hrs ago","6796","26464","Attestation rule offense"
"850","3337","106813","53 days 3 hrs ago","18173","26464","Attestation rule offense"
"851","3337","106813","53 days 3 hrs ago","19634","26464","Attestation rule offense"
"852","3337","106813","53 days 3 hrs ago","25897","26464","Attestation rule offense"
"853","3337","106805","53 days 3 hrs ago","17628","21425","Attestation rule offense"
"854","3337","106804","53 days 3 hrs ago","16606","5113","Attestation rule offense"
"855","3337","106804","53 days 3 hrs ago","6935","5113","Attestation rule offense"
"856","3337","106801","53 days 3 hrs ago","16602","17650","Attestation rule offense"
"857","3337","106796","53 days 3 hrs ago","3184","20794","Attestation rule offense"
"858","3337","106796","53 days 3 hrs ago","9257","20794","Attestation rule offense"
"859","3337","106796","53 days 3 hrs ago","11874","20794","Attestation rule offense"
"860","3337","106796","53 days 3 hrs ago","14963","20794","Attestation rule offense"
"861","3337","106796","53 days 3 hrs ago","20247","20794","Attestation rule offense"
"862","3337","106796","53 days 3 hrs ago","25331","20794","Attestation rule offense"
